lizard	eggnog
PPP1R3B	PPP1R3B
ERI1	ERI1
MFHAS1	MFHAS1
EEF1D	EEF1D
NAPRT1	NAPRT1
EXOSC8	EXOSC8
FAM48A	FAM48A
POSTN	POSTN
TRPC4	TRPC4
PPP2R5D	PPP2R5D
PEX6	PEX6
GNMT	GNMT
CNPY3	CNPY3
PTCRA	PTCRA
POLR1B	POLR1B
TTL	TTL
ZC3H6	ZC3H6
FBLN7	FBLN7
MERTK	MERTK
ANAPC1	ANAPC1
BCL2L11	BCL2L11
BUB1	BUB1
TPCN1	TPCN1
SGTA	SGTA
THOP1	THOP1
F1NP51_CHICK	LMNB2
LINGO3	LINGO3
TIMM13	TIMM13
SPPL2B	SPPL2B
LSM7	LSM7
CIRBP	CIRBP
C19ORF26	C19ORF26
STK11	STK11
SBNO2	SBNO2
GPX4	GPX4
POLRMT	POLRMT
HCN2	HCN2
BSG	BSG
CDC34	CDC34
TPGS1	TPGS1
MADCAM1	MADCAM1
ODF3L2	ODF3L2
SHC2	SHC2
THEG	THEG
MIER2	MIER2
PPAP2C	PPAP2C
TLE2	TLE2
AES	AES
GNA11	GNA11
GNA15	GNA15
GZMH	CTSG
S1PR4	S1PR4
NCLN	NCLN
CELF5	CELF5
HSD11B1L	HSD11B1L
C19ORF70	C19ORF70
PTPRS	PTPRS
KDM4B	KDM4B
UHRF1	UHRF1
ARRDC5	ARRDC5
PLIN5	PLIN3
TICAM1	TICAM1
FEM1A	FEM1A
DPP9	DPP9
EBI3	EBI3
CCDC94	CCDC94
SHD	SHD
FSD1	FSD1
STAP2	STAP2
MPND	MPND
SH3G1_CHICK	SH3GL1
CHAF1A	CHAF1A
UBXN6	UBXN6
AC011498.1	HDGFRP2
LRG1	LRG1
SEMA6B	SEMA6B
TNFAIP8L1	TNFAIP8L1
C28H19ORF10	C19ORF10
ANKRD24	ANKRD24
NFIC	NFIC
UNC13A	UNC13A
DOHH	DOHH
MFSD12	MFSD12
C19ORF71	C19ORF71
FZR1	FZR1
HMG20B	HMG20B
GIPC3	GIPC3
TBXA2R	TBXA2R
C19ORF29	CACTIN
CILP2	CILP2
YJEFN3	YJEFN3
SYNE2	SYNE2
ESR2	ESR2
F1NMC3_CHICK	MTHFD1
AKAP5	AKAP5
ZBTB25	ZBTB25
ZBTB1	ZBTB1
Q7ZSX8_CHICK	HSPA2
PPP1R36	PPP1R36
BRF1	BRF1
BTBD6	BTBD6
NUDT14	NUDT14
JAG2	JAG2
INA	INA
F1NCR3_CHICK	NT5C2
AS3MT	AS3MT
C10ORF32	C10ORF32
CYP17A1	CYP17A1
C10ORF26	WBP1L
SFXN2	SFXN2
ARL3.1	ARL3
TRIM8	TRIM8
SUFU	SUFU
TMEM180	TMEM180
FAM178A	FAM178A
SEMA4G	SEMA4G
MRPL43	MRPL43
C10ORF2	C10ORF2
LZTS2	LZTS2
PDZD7	PDZD7
SFXN3	SFXN3
KAZALD1	KAZALD1
LBX1	LBX1
BTRC	BTRC
POLL	POLL
DPCD	DPCD
FBXW4	FBXW4
FGF8	FGF8
NPM3	NPM3
MGEA5	MGEA5
KCNIP2	KCNIP2
PROM2	PROM2
HPS6	HPS6
LDB1	LDB1
PPRC1	PPRC1
LCOR	LCOR
C10ORF12	C10ORF12
SLIT1	SLIT1
Q2AB82_CHICK	TAS2R38
PRCP	PRCP
C11ORF82	C11ORF82
RAB30	RAB30
PCF11	PCF11
ANKRD42	ANKRD42
CCDC90B	CCDC90B
FAM59B	FAM59B
HADHA	HADHA
HADHB	HADHB
EPT1	EPT1
ESCO2	ESCO2
PBK	PBK
CCDC25	CCDC25
CLU	CLU
DMBX1	DMBX1
MKNK1	MKNK1
MOB3C	MOB3C
ATPAF1	ATPAF1
ATPAF1-AS1	TEX38
KIAA0494	KIAA0494
PDZK1IP1	PDZK1IP1
TAL1	TAL1
STIL	STIL
CMPK1	CMPK1
FOXE3	FOXE3
FOXD2	FOXD2
LIMK1	LIMK1
MKS1	MKS1
HEATR7B1	HEATR7B1
BAZ1B	BAZ1B
XAF1	XAF1
MED31	MED31
KIAA0753	KIAA0753
PITPNM3	PITPNM3
HIP1	HIP1
POM121	POM121
TEKT1	TEKT1
SMTNL2	SMTNL2
C19H17ORF85	C17ORF85
C7ORF42	TMEM248
FAM211A	FAM211A
AUTS2	AUTS2
GATSL1	GATSL2
WBSCR16	WBSCR16
NCF1	NCF1
GTF2I	GTF2I
GTF2IRD1	GTF2IRD1
CLIP2	CLIP2
PPDPF	PPDPF
NDST3	NDST3
PRSS12	PRSS12
METTL14	METTL14
SEC24D	SEC24D
SYNPO2	SYNPO2
MYOZ2	MYOZ2
USP53	USP53
FABP2	FABP2
PDE5A	PDE5A
RPL7L1	RPL7L1
MAD2L1	MAD2L1
C15ORF60	C15ORF60
NDNF	NDNF
TNIP3	TNIP3
QRFPR	QRFPR
ANXA5	ANXA5
EXOSC9	EXOSC9
CCNA2	CCNA2
BBS7	BBS7
TRPC3	TRPC3
KIAA1109	KIAA1109
ADAD1	ADAD1
BBS12	BBS12
NUDT6	NUDT6
FGF2	FGF2
SPATA5	SPATA5
SPRY1	SPRY1
ANKRD50	ANKRD50
FAT4	FAT4
INTU	INTU
SLC25A31	SLC25A31
HSPA4L	HSPA4L
PLK4	PLK4
MFSD8	MFSD8
C4ORF29	C4ORF29
LARP1B	LARP1B
PHF17	PHF17
SCLT1	SCLT1
C4ORF33	C4ORF33
ELTD1	ELTD1
MC3R	MC3R
FAM210B	FAM210B
AURKA	AURKA
CSTF1	CSTF1
CASS4	CASS4
CT043_CHICK	RTFDC1
GCNT7	GCNT7
TFAP2C	TFAP2C
BMP7	BMP7
SPO11	SPO11
RAE1	RAE1
RBM38	RBM38
CTCFL	CTCFL
PCK1	PCK1
C20ORF85	C20ORF85
ANKRD60	ANKRD60
PPP4R1L	PPP4R1L
RAB22A	RAB22A
USP18	USP18
TUBA8	TUBA8
PEX26	PEX26
NGF	NGF
TSPAN2	TSPAN2
TSHB	TSHB
SYCP1	SYCP1
NR1H5	NR1H5
SIKE1	SIKE1
CSDE1	CSDE1
NRAS	NRAS
AMPD1	AMPD1
DENND2C	DENND2C
BCAS2	BCAS2
SYT6	SYT6
OLFML3	OLFML3
HIPK1	HIPK1
DCLRE1B	DCLRE1B
AP4B1	AP4B1
BCL2L15	BCL2L15
PTPN22	PTPN22
PHTF1	PHTF1
MAGI3	MAGI3
LRIG2	LRIG2
SLC16A1	SLC16A1
SI:DKEY-238F9.1	FAM19A3
PPM1J	PPM1J
RHOC	RHOC
MOV10	MOV10
ST7L	ST7L
WNT2B	WNT2B
CTTNBP2NL	CTTNBP2NL
KCND3	KCND3
DDX20	DDX20
FAM212B	FAM212B
RAP1A	RAP1A
ATP5F1	ATP5F1
WDR77	WDR77
C6ORF132	C6ORF132
GUCA1A	GUCA1A
GUC1B_CHICK	GUCA1B
IRF6	IRF6
C1ORF74	C1ORF74
TRAF3IP3	TRAF3IP3
HSD11B1	HSD11B1
G0S2	G0S2
LAMB3	LAMB3
CAMK1G	CAMK1G
CBPC1_CHICK	AGTPBP1
NAA35	NAA35
GOLM1	GOLM1
ISCA1	ISCA1
ZCCHC6	ZCCHC6
DAPK1	DAPK1
CTSL1A	CTSL2
FBP2	FBP2
FBP1	FBP1
C9ORF3	C9ORF3
VRK2	VRK2
PROSAPIP1	PROSAPIP1
FASTKD5	FASTKD5
UBOX5	UBOX5
AVP	AVP
OXT	OXT
MRPS26	MRPS26
PTPRA	PTPRA
CDH19	CDH19
F1P1D4_CHICK	CDH7
MC2R	MC2R
F1NHY9_CHICK	MC5R
RNMT	RNMT
FAM210A	FAM210A
CEP192	CEP192
SEH1L	SEH1L
PTPN2	PTPN2
PSMG2	PSMG2
CEP76	CEP76
RASGRF1	RASGRF1
BLM	BLM
CTSH	CTSH
SPTLC3	SPTLC3
ISM1	ISM1
FOLH1	FOLH1
NAALAD2	NAALAD2
CHORDC1	CHORDC1
WBSCR17	WBSCR17
CALN1	CALN1
VARS	VARS
VWA7	VWA7
SAPCD1	SAPCD1
NAA25	NAA25
ERP29	ERP29
TMEM116	TMEM116
MAPKAPK5	MAPKAPK5
ALDH2	ALDH2
ACAD10	ACAD10
BRAP	BRAP
ATXN2	ATXN2
SH2B3	SH2B3
CUX2	CUX2
MYL2	MYL2
CCDC63	CCDC63
PPP1CC	PPP1CC
HVCN1	HVCN1
TCTN1	TCTN1
PPTC7	PPTC7
RAD9B	RAD9B
VPS29	VPS29
KNTC1	KNTC1
RSRC2	RSRC2
ZCCHC8	ZCCHC8
CLIP1	CLIP1
VPS33A	VPS33A
DIABLO	DIABLO
B3GNT4	B3GNT4
LRRC43	LRRC43
MLXIP	MLXIP
BCL7A	BCL7A
WDR66	WDR66
PSMD9	PSMD9
HPD	HPD
SETD1B	SETD1B
RHOF	RHOF
TMEM120B	TMEM120B
MORN3	MORN3
ORAI1	ORAI1
KDM2B	KDM2B
RNF34	RNF34
ANAPC5	ANAPC5
CAMKK2	CAMKK2
P2RX4	P2RX4
P2RX7	P2RX7
IFT81	IFT81
ATP2A2	ATP2A2
ANAPC7	ANAPC7
ARPC3	ARPC3
GPN3	GPN3
DENR	DENR
CCDC62	CCDC62
HIP1R	HIP1R
VPS37B	VPS37B
ABCB9	ABCB9
OGFOD2	OGFOD2
ARL6IP4	ARL6IP4
PITPNM2	PITPNM2
MPHOSPH9	MPHOSPH9
C12ORF65	C12ORF65
CDK2AP1	CDK2AP1
SBNO1	SBNO1
SETD8	SETD8
RILPL2	RILPL2
SNRNP35	SNRNP35
RILPL1	RILPL1
Q5ZKB0_CHICK	TMED2
F1NJA0_CHICK	DDX55
EIF2B1	EIF2B1
GTF2H3	GTF2H3
TCTN2	TCTN2
NT5M	NT5M
RASD1	RASD1
PEMT	PEMT
RAI1	RAI1
SREBF1	SREBF1
TOM1L2	TOM1L2
LRRC48	LRRC48
SMARCA2	SMARCA2
VLDLR	VLDLR
KCNV2	KCNV2
KIAA0020	KIAA0020
RFX3	RFX3
GLIS3	GLIS3
SLC1A1	SLC1A1
SPATA6L	SPATA6L
CDC37L1	CDC37L1
AK3	AK3
RCL1	RCL1
JAK2	JAK2
C9ORF46	PLGRKT
GPR139	GPR139
GPRC5B	GPRC5B
IQCK	IQCK
C16ORF88	C16ORF88
C16ORF62	C16ORF62
CCP110	CCP110
GDE1	GDE1
TMC5	TMC5
TMC7	TMC7
COQ7	COQ7
SYT17	SYT17
CLEC19A.1	CLEC19A
SMG1	SMG1
Q5ZLB2_CHICK	ARL6IP1
XYLT1	XYLT1
KIAA0196	KIAA0196
NSMCE2	NSMCE2
TRIB1	TRIB1
PCDHGC3	PCDHGC3
PCDHGC5	PCDHGC5
F1NH59_CHICK	HDAC3
RELL2	RELL2
ARAP3	ARAP3
PCDH1	PCDH1
KIAA0141	KIAA0141
PCDH12	PCDH12
NCAM2	NCAM2
MRPL39	MRPL39
JAM2	JAM2
ATP5J	ATP5J
GABPA	GABPA
APP	APP
ADAMTS1	ADAMTS1
ADAMTS5	ADAMTS5
N6AMT1	N6AMT1
CYP8B1	CYP8B1
CCDC13	CCDC13
HHATL	HHATL
KBTBD5	KBTBD5
EGLN3	EGLN3
QRICH2	QRICH2
RNF157	RNF157
FOXJ1	FOXJ1
EXOC7	EXOC7
SRP68	SRP68
CCDC114	CCDC114
MYADM	MYADM
PRKCG	PRKCG
CACNG6	CACNG6
CACNG8	CACNG8
CACNG7	CACNG7
RPS9	RPS9
LMTK3	LMTK3
CYTH2	CYTH2
KCNJ14	KCNJ14
FUT2	FUT1
TNNT1	TNNT1
PPP1R12C	PPP1R12C
EPS8L1	EPS8L1
CDC42EP5	CDC42EP5
LENG9	LENG9
LENG8	LENG8
TTYH1	TTYH1
SUV420H2	SUV420H2
TMEM150B	TMEM150B
BRSK1	BRSK1
HSPBP1	HSPBP1
PPP6R1	PPP6R1
PTPRH	PTPRH
SYT5	SYT5
DNAAF3	DNAAF3
TNNI3	TNNI3
FGF21	FGF21
BCAT2	BCAT2
NUCB1	NUCB1
TULP2	TULP2
RPL13A	RPL13A
SLC17A7	SLC17A7
PIH1D1	PIH1D1
ALDH16A1	ALDH16A1
FLT3LG	FLT3LG
PTH2	PTH2
CCDC155	CCDC155
DKKL1	DKKL1
CD37	CD37
BAX	BAX
FTH1A	FTL
GYS1	GYS1
AKT1S1	AKT1S1
TBC1D17	TBC1D17
ACPT	ACPT
TUFM	TUFM
ATXN2L	ATXN2L
SH2B1	SH2B1
ATP2A1	ATP2A1
NFATC2IP	NFATC2IP
SPNS1	SPNS1
CABP5	CABP5
PRODH2	PRODH2
EIF3C	EIF3C
CLN3	CLN3
ATP6V0D2	ATP6V0D2
WWP1	WWP1
FAM82B	FAM82B
CPNE3	CPNE3
CNGB3	CNGB3
CNBD1	CNBD1
MMP16	MMP16
CWC22	CWC22
ZNF385B	ZNF385B
SESTD1	SESTD1
CCDC141	CCDC141
TTN	TTN
PLEKHA3	PLEKHA3
FKBP7	FKBP7
DFNB59	DFNB59
PRKRA	PRKRA
OSBPL6	OSBPL6
CHST12	CHST12
LFNG	LFNG
RAB38	RAB38
RNF17	RNF17
CENPJ	CENPJ
PARP4	PARP4
MPHOSPH8	MPHOSPH8
PSPC1	PSPC1
ZMYM2	ZMYM2
GJB2	GJB2
CRYL1	CRYL1
IFT88	IFT88
IL17D	IL17D
N6AMT2	N6AMT2
XPO4	XPO4
LATS2	LATS2
SAP18	SAP18
SKA3	SKA3
MRP63	MRP63
ZDHHC20	ZDHHC20
EFHA1	EFHA1
FGF9	FGF9
TPK1	TPK1
SEC61G	SEC61G
NPY1R	NPY1R
NPY5R	NPY5R
TMA16	TMA16
MARCH1	MARCH1
HELZ	HELZ
CACNG1	CACNG1
CACNG4	CACNG4
CACNG5	CACNG5
Q5F3X1_CHICK	PRKCA
Q9PTH2_CHICK	DACH2
NSDHL	NSDHL
ZNF185	ZNF185
VAMP7	VAMP7
POLR1D	POLR1D
Q8JHV3_CHICK	EDNRB2
NPHS1	NPHS1
PIK3C3	PIK3C3
CDH11	CDH11
C20ORF151	RBBP8NL
CABLES2	CABLES2
LAMA5	LAMA5
ADRM1	ADRM1
OSBPL2	OSBPL2
HRH3	HRH3
GTPBP5	GTPBP5
SS18L1	SS18L1
PSMA7	PSMA8
LSM14B	LSM14B
TAF4	TAF4
NR0B2	NR0B2
NUDC	NUDC
C1ORF172	C1ORF172
FAM65A	FAM65A
CTCF	CTCF
RLTPR	RLTPR
C16ORF48	ENKD1
C16ORF86	C16ORF86
RANBP10	RANBP10
TSNAXIP1	TSNAXIP1
CENPT	CENPT
PEX13	PEX13
PUS10	PUS10
REL	REL
KHDRBS3	KHDRBS3
ZFP1	ZNF189
PAPPA	PAPPA
METTL11B	METTL11B
KIFAP3	KIFAP3
SCYL3	SCYL3
C1ORF112	C1ORF112
RERG	RERG
CALD1	CALD1
BPGM	BPGM
PSIP1	PSIP1
C9ORF93	CCDC171
BNC2	BNC2
CNTLN	CNTLN
CNTNAP4	CNTNAP4
SMG7	SMG7
NCF2	NCF2
ARPC5	ARPC5
APOBEC4	APOBEC4
Q5ZIY0_CHICK	RGL1
GLT25D2	GLT25D2
TSEN15	TSEN15
C1ORF21	C1ORF21
EDEM3	EDEM3
FAM129A	FAM129A
RNF2	RNF2
TRMT1L	TRMT1L
SWT1	SWT1
IVNS1ABP	IVNS1ABP
HMCN1	HMCN1
PRG4	PRG4
C1ORF27	C1ORF27
PDC	PDC
PTGS2	PTGS2
PLA2G4A	PLA2G4A
SOX2_CHICK	SOX2
ATP11B	ATP11B
DCUN1D1	DCUN1D1
MCCC1	MCCC1
LAMP3	LAMP3
MCF2L2	MCF2L2
B3GNT5	B3GNT5
ROBO4	ROBO4
ROBO3	ROBO3
RNF219	RNF219
EDNRB	EDNRB
APOBEC1	APOBEC1
IPO5	IPO5
MRPL22	MRPL22
GEMIN5	GEMIN5
CNOT8	CNOT8
C5ORF4	C5ORF4
LARP1	LARP1
HAND1	HAND1
SAP30L	SAP30L
GALNT10	GALNT10
MFAP3	MFAP3
FAM114A2	FAM114A2
GRIA1	GRIA1
NMUR2	NMUR2
PIGG	PIGG
GAK	GAK
MRPL48	MRPL48
OPRL1	OPRL1
NPBWR2	NPBWR2
MYT1	MYT1
PCMTD2	PCMTD2
RTN4R	RTN4R
PRODH	PRODH
SCARF2	SCARF2
SLC7A4	SLC7A4
P2RX6	P2RX6
AIFM3	AIFM3
SIRT4	SIRT4
PLA2G1B	PLA2G1B
MSI1	MSI1
GATC	GATC
SRSF9	SRSF9
DYNLL1	DYNLL1
COQ5	COQ5
RNF10	RNF10
POP5	POP5
CABP1	CABP1
MLEC	MLEC
UNC119B	UNC119B
ACADS	ACADS
SPPL3	SPPL3
E1BQ64_CHICK	HNF1A
C12ORF43	C12ORF43
RNF185	RNF185
LIMK2_CHICK	LIMK2
PIK3IP1	PIK3IP1
PATZ1	PATZ1
DRG1	DRG1
EIF4ENIF1	EIF4ENIF1
SFI1	SFI1
PISD	PISD
PRR14L	PRR14L
DEPDC5	DEPDC5
SIX7	ANHX
Q5ZKJ2_CHICK	YWHAH
SLC5A1	SLC5A1
RTDR1	RTDR1
GNAZ	GNAZ
RAB36	RAB36
BCR	BCR
CYTSA_CHICK	SPECC1L
ADORA2A	ADORA2A
UPB1	UPB1
C22ORF13	GUCD1
Q5ZL58_CHICK	SNRPD3
FAM211B	FAM211B
GGT1A	GGT1
GGT5	GGT5
SMPD4	SMPD4
CCDC74B	CCDC74A
MED15	MED15
KLHL22	KLHL22
CRKL	CRKL
TBX6	TBX6
CABIN1	CABIN1
DDX51	DDX51
SLC2A11	SLC2A11
DERL3	DERL3
SNF5_CHICK	SMARCB1
PAPPA2	PAPPA2
CORO2A	CORO2A
FOXE1	FOXE1
XPA	XPA
NCBP1	NCBP1
TSTD2	TSTD2
TMOD1	TMOD1
TDRD7	TDRD7
SHB	SHB
IGFBPL1	IGFBPL1
TOMM5	TOMM5
FRMPD1	FRMPD1
RG9MTD3	TRMT10B
DCAF10	DCAF10
NP_001107506.1	SLC25A51
FBXO10	FBXO10
POLR1E	POLR1E
ZBTB5	ZBTB5
GRHPR	GRHPR
ZCCHC7	ZCCHC7
PAX5	PAX5
MELK	MELK
RNF38	RNF38
TRIM14	TRIM14
NANS	NANS
CLTA	CLTA
PDGFD	PDGFD
C10ORF107	C10ORF107
ARID5B	ARID5B
RTKN2	RTKN2
ZNF365	ZNF365
ADOB	ADO
NRBF2	NRBF2
JMJD1C	JMJD1C
REEP3	REEP3
SLC22A15	SLC22A15
CTNNA3	CTNNA3
TRIB2	TRIB2
LPIN1	LPIN1
GREB1	GREB1
E2F6	E2F6
ROCK2	ROCK2
PQLC3	PQLC3
C2ORF50	C2ORF50
ZNF197	ZNF192
SLC25A1	SLC25A1
GSC2	GSC2
DGCR14	DGCR14
TSSK1B	TSSK2
DGCR2	DGCR2
TTYH3	TTYH3
IQCE	IQCE
BRAT1	BRAT1
AMZ1	AMZ1
GNA12	GNA12
CARD11	CARD11
SDK1	SDK1
RNF216	RNF216
FSCN1	FSCN1
FBXL18	FBXL18
TNRC18	TNRC18
SLC29A4	SLC29A4
WIPI2_CHICK	WIPI2
FAM110D	FAM110D
PDIK1L	PDIK1L
CLDN18	CLDN18
DZIP1L	DZIP1L
A4GNT	A4GNT
ICAM5	TCAM1
BPIFB6	BPIFB6
BPIFB4	BPIFB4
GRAMD1C	GRAMD1C
ZDHHC23	ZDHHC23
KIAA1407	KIAA1407
QTRTD1	QTRTD1
ZBTB20	ZBTB20
IFT57	IFT57
KIAA1524	KIAA1524
SH2D1B	SH2D1B
GUCA1C	GUCA1C
MORC1	MORC1
LGI4	LGI4
FXYD1	FXYD1
AC138647.1.1	ENSG00000226490
LIM2.5	LIM2
KIAA0182	GSE1
GINS2	GINS2
COX4NB	EMC8
COX4I1	COX4I1
IRF8	IRF8
FOXF1	FOXF1
MTHFSD	MTHFSD
GPR65	GPR65
GALC	GALC
PSMD12	PSMD12
PITPNC1	PITPNC1
NOL11	NOL11
BPTF	BPTF
C17ORF58	C17ORF58
KPNA2	KPNA2
SMURF2	SMURF2
CEP95	CEP95
F1NM08_CHICK	DDX5
POLG2	POLG2
PECAM1	PECAM1
TEX2	TEX2
ERN1	ERN1
ZC3H10	ZC3H10
PA2G4	PA2G4
ERBB3	ERBB3
RPS26	RPS26
IKZF4	IKZF4
SUOX	SUOX
RAB5B	RAB5B
CDK2	CDK2
PMEL	PMEL
DGKA	DGKA
WIBG	WIBG
TMEM198	TMEM198B
DNAJC14	DNAJC14
GDF11	GDF11
SARNP	SARNP
ORMDL2	ORMDL2
MLL2	MLL2
RHEBL1	RHEBL1
DHH	DHH
LMBR1L	LMBR1L
TUBA1C	TUBA1B
PRPH	PRPH
TROAP	TROAP
DNAJC22	DNAJC22
SPATS2	SPATS2
KCNH3	KCNH3
MCRS1	MCRS1
ITGA7	ITGA7
BLOC1S1	BLOC1S1
RDH5	RDH5
CD63	CD63
C17ORF75	C17ORF75
RHBDL3	RHBDL3
RHOT1	RHOT1
RNF135	RNF135
TEFM	TEFM
ATAD5	ATAD5
CRLF3	CRLF3
SUZ12	SUZ12
UTP6	UTP6
RAB11FIP4	RAB11FIP4
SCPEP1	SCPEP1
COIL	COIL
TRIM25	TRIM25
DGKE	DGKE
C17ORF67	C17ORF67
NOG	NOG
PCTP	PCTP
TMEM100	TMEM100
MMD	MMD
HLF	HLF
STXBP4	STXBP4
COX11	COX11
TOM1L1	TOM1L1
CA10	CA10
SCN8A	SCN8A
ATF1	ATF1
DIP2B	DIP2B
LARP4	LARP4
FAM186A	FAM186B
CERS5	CERS5
SMARCD1	SMARCD1
ACCN2	ASIC1
RACGAP1	RACGAP1
AQP6	AQP6
H2A4_CHICK	HIST2H2AC
GCG.2	FIGNL2
ANKRD33	ANKRD33
ACVRL1	ACVRL1
ACVR1B	ACVR1B
GRASP	GRASP
NR4A1	NR4A1
C12ORF44	C12ORF44
ATP5B	ATP5B
BAZ2A	BAZ2A
RBMS2	RBMS2
GLS2	GLS2
SPRYD4	SPRYD4
MIP	MIP
TIMELESS	TIMELESS
APOF	APOF
STAT2	STAT2
IL23A	IL23A
PAN2	PAN2
SLC39A5	SLC39A5
ANKRD52	ANKRD52
COQ10A	COQ10A
CS	CS
OBFC2B	NABP2
RNF41	RNF41
SMARCC2	SMARCC2
MYL6	MYL6
MYL6B	MYL6B
ESYT1	ESYT1
INPP1	INPP1
PRKAG1	PRKAG1
DDN	DDN
WNT1	WNT1
WNT10B	WNT10B
ARF3	ARF3
FKBP11	FKBP11
CCDC65	CCDC65
RND1	RND1
DDX23	DDX23
CACNB3	CACNB3
ADCY6	ADCY6
CCNT1	CCNT1
KANSL2	KANSL2
NCKAP5L	NCKAP5L
TMBIM6	TMBIM6
FMNL3	FMNL3
PRPF40B	PRPF40B
PRIM1	PRIM1
HMGXB3	HMGXB3
CSF1R	CSF1R
PDGFRB	PDGFRB
CDX1_CHICK	CDX1
SLC6A7	SLC6A7
CAMK2A	CAMK2A
ARSI	ARSI
CD74	CD74
RPS14	RPS14
NDST1	NDST1
SYNPO	SYNPO
SERPINA12	SERPINA12
GSC	GSC
DICER1	DICER1
CLMN	CLMN
SLC44A4	SLC44A4
CFB	CFB
RDBP	RDBP
SKIV2L	SKIV2L
DOM3Z	DOM3Z
STK19	STK19
NEU1	NEU1
ATP6V1G2	ATP6V1G2
BAG6	BAG6
PRRC2A	PRRC2A
AIF1	AIF1
SLC10A2	SLC10A2
ERCC5	ERCC5
BIVM	BIVM
KDELC1	KDELC1
TEX30	TEX30
METTL21C	METTL21C
TPP2	TPP2
FGF14	FGF14
ITGBL1	ITGBL1
NALCN	NALCN
KIRREL3	KIRREL3
ST3GAL4	ST3GAL4
DCPS	DCPS
TIRAP	TIRAP
FOXRED1	FOXRED1
SRPR	SRPR
FAM118B	FAM118B
SRMS	SRMS
ACTR10	ACTR10
TBPL2	TBPL2
ATG14	ATG14
FBXO34	FBXO34
IMP3	IMP3
DLGAP5	DLGAP5
LGALS3	LGALS3
SOX7	SOX7
C8ORF74	C8ORF74
RP1L1	RP1L1
C17ORF39	GID4
DRG2	DRG2
MYO15A	MYO15A
ALKBH5	ALKBH5
LLGL1	LLGL1
FLII	FLII
SMCR7	SMCR7
TOP3A	TOP3A
SMCR8	SMCR8
SHMT1	SHMT1
PRPSAP2	PRPSAP2
FAM83G	FAM83G
GRAP	GRAP
CTNNBL1	CTNNBL1
VSTM2L	VSTM2L
TTI1	TTI1
RPRD1B	RPRD1B
BPI	LBP
KIAA1755	KIAA1755
CDK5RAP1	CDK5RAP1
POMC	POMC
E1BRN5_CHICK	STMN4
TRIM35	TRIM35
PTPRD	PTPRD
FAM149A	FAM149A
TLR3	TLR3
PDLIM3	PDLIM3
CCDC110	CCDC110
C4ORF47	C4ORF47
UFSP2	UFSP2
LRP2BP	LRP2BP
SNX25	SNX25
KIAA1430	KIAA1430
Q5ZMJ6_CHICK	SLC25A4
HELT	HELT
ACSL1	ACSL1
CCDC111	CCDC111
CASP3	CASP3
IRF2	IRF2
ENPP6	ENPP6
STOX2	STOX2
TRAPPC11	TRAPPC11
RWDD4	RWDD4
ING2	ING2
CDKN2AIP	CDKN2AIP
CLDN22	CLDN24
DCTD	DCTD
ODZ3	TENM3
AGA	AGA
NEIL3	NEIL3
VEGFC	VEGFC
SPCS3	SPCS3
ASB5	ASB5
SPATA4	SPATA4
WDR17	WDR17
GPM6A	GPM6A
GLRA3	GLRA3
HPGD	HPGD
CEP44	CEP44
FBXO8	FBXO8
HAND2	HAND2
SAP30	SAP30
HMGB2	HMGB2
GALNT7	GALNT7
GALNTL6	GALNTL6
GCSH	GCSH
BCMO1	BCMO1
GAN	GAN
CMIP	CMIP
PLCG2	PLCG2
SLC12A4	SLC12A4
DPEP2	DPEP2
DDX28	DDX28
DUS2L	DUS2L
ESRP2	ESRP2
PLA2G15	PLA2G15
SMPD3	SMPD3
PRMT7	PRMT7
SLC7A6OS	SLC7A6OS
SLC7A6	SLC7A6
TMEM30B	TMEM30B
ECE2	ECE2
CAMK2N2	CAMK2N2
ALG3	ALG3
VWA5B2	VWA5B2
Q8QH06_CHICK	GRM5
TYR	TYR
NOX4	NOX4
ZPLD1	ZPLD1
NFKBIZ	NFKBIZ
FAM55C	NXPE3
CEP97	CEP97
RPL24	RPL24
ZBTB11	ZBTB11
PCNP	PCNP
RG9MTD1	TRMT10C
TXNL4B	TXNL4B
SENP7	SENP7
IMPG2	IMPG2
ABI3BP	ABI3BP
TFG	TFG
TMEM45A	TMEM45A
LNP1	LNP1
TOMM70A	TOMM70A
NIT2	NIT2
TBC1D23	TBC1D23
FILIP1L	FILIP1L
C3ORF26	CMSS1
DCBLD2	DCBLD2
COL8A1	COL8A1
ST3GAL6	ST3GAL6
CPOX	CPOX
TTF2	TTF2
GPR161	GPR161
TIPRL	TIPRL
SFT2D2	SFT2D2
TBX19	TBX19
DPT	DPT
ATP1B1	ATP1B1
NME7	NME7
BLZF1	BLZF1
C1ORF114	C1ORF114
SLC19A2	SLC19A2
F5	F5
ATG3	ATG3
SLC35A5	SLC35A5
CCDC80	CCDC80
DGCR6	DGCR6
GTPBP8	GTPBP8
TAF13	TAF13
C3ORF17	C3ORF17
BOC	BOC
WDR52	WDR52
ILDR1	ILDR1
GPR15	GPR15
DCC	DCC
MBD2	MBD2
POLI	POLI
RMI1	RMI1
HNRPK	HNRNPK
C9ORF64	C9ORF64
KIF27	KIF27
GKAP1	GKAP1
UBQLN1	UBQLN1
C9ORF103	IDNK
FRMD3	FRMD3
MRE11A	MRE11A
FUT4	FUT4
PIWIL4	PIWIL4
AMOTL1	AMOTL1
CWC15	CWC15
ENDOD1	ENDOD1
