mouse	eggnog
Luc7l2	LUC7L2
Krt9	KRT9
Gng2	GNG2
H2bfm	H2BFM
Sowahb	SOWAHB
Tmem178b	TMEM178B
B230219D22Rik	C5ORF24
Yars2	YARS2
Ranbp1	RANBP1
Foxc2	FOXC2
Arhgef39	ARHGEF39
Nhlrc3	NHLRC3
P4ha3	P4HA3
Tmem239	TMEM239
Mrps10	MRPS10
Kif13a	KIF13A
Foxo1	FOXO1
Fdft1	FDFT1
Themis	THEMIS
Yod1	YOD1
Bbs1	BBS1
Kctd8	KCTD8
Kcnrg	KCNRG
Ino80c	INO80C
Il17rc	IL17RC
Myo3b	MYO3B
Ripply2	RIPPLY2
Zfp768	ZNF768
Saysd1	SAYSD1
1700019D03Rik	C2ORF88
Kcne4	KCNE4
Diras2	DIRAS2
Cdc25c	CDC25C
Olfr370	OR10K2
Neurl3	NEURL3
Arl11	ARL11
Rp1l1	RP1L1
Cpox	CPOX
Mpp3	MPP3
Unc119b	UNC119B
Dnajc22	DNAJC22
Pced1b	PCED1B
Fuca2	FUCA2
Mlkl	MLKL
Tmem88	TMEM88
Ddx17	DDX17
Krtap13-1	KRTAP13-1
Trim16	TRIM16
Gpr61	GPR61
Nccrp1	NCCRP1
Ffar1	FFAR1
Chrm3	CHRM3
Egflam	EGFLAM
Zfp106	ZFP106
Diras1	DIRAS1
Mrps16	MRPS16
Marcksl1	MARCKSL1
Tmem232	TMEM232
6030458C11Rik	C5ORF22
Lcn6	LCN6
Ttll10	TTLL10
Kcna5	KCNA5
Pdss1	PDSS1
Fbxo46	FBXO46
Sdpr	SDPR
P2ry6	P2RY6
Plagl2	PLAGL2
Ube2i	UBE2I
Csrnp3	CSRNP3
Olfr272	OR13C8
Olfr711	OLFR711
Zfp445	ZNF445
Tst	TST
Qrfp	QRFP
Nod1	NOD1
Ranbp3l	RANBP3L
Pcsk9	PCSK9
Rfesd	RFESD
Secisbp2l	SECISBP2L
Klre1	KLRE1
Cnr1	CNR1
Glb1	GLB1
Gsg2	GSG2
Prtg	PRTG
Urgcp	URGCP
Pstpip1	PSTPIP1
Fahd1	FAHD1
Gemin7	GEMIN7
Arf6	ARF6
P2ry4	P2RY4
Syne4	SYNE4
Olfr684	OR56A4
Tmem64	TMEM64
Cracr2b	EFCAB4A
Stx19	STX19
Oaz1	OAZ1
Smcr8	SMCR8
Hs3st3a1	HS3ST3A1
BC030336	C16ORF52
Ncor2	NCOR2
Gpr156	GPR156
Olfr30	OR2Z1
Parn	PARN
Ptx4	PTX4
Tmem121	TMEM121
Il17c	IL17C
Itsn1	ITSN1
Fam46b	FAM46B
Thtpa	THTPA
Sigmar1	SIGMAR1
Yipf6	YIPF6
Dscam	DSCAM
Alkbh2	ALKBH2
Slc22a18	SLC22A18
Gm11437	C17ORF78
Zbtb45	ZBTB45
Lrrc19	LRRC19
Abhd17b	FAM108B1
Zbtb6	ZBTB6
Wwc2	WWC2
Gpr22	GPR22
Acot6	ACOT6
Ckap2l	CKAP2L
Hivep1	HIVEP1
Pcdhb11	PCDHB11
Otc	OTC
Zfp830	ZNF830
Cox8c	COX8C
Ufsp1	UFSP1
Slc17a5	SLC17A5
Tceal8	TCEAL8
Chrdl1	CHRDL1
Suox	SUOX
Kif3a	KIF3A
Klhdc9	KLHDC9
Nudt6	NUDT6
A530016L24Rik	C14ORF180
Zfp62	ZFP62
Jmjd1c	JMJD1C
Pdgfd	PDGFD
Clrn3	CLRN3
Map3k19	MAP3K19
Aldh3b1	ALDH3B1
Dpagt1	DPAGT1
Sprr3	SPRR3
Cntnap2	CNTNAP2
Nyx	NYX
Hoxb13	HOXB13
BC051628	C20ORF195
Ugp2	UGP2
Zfp280b	ZNF280B
Rnf130	RNF130
Tmtc1	TMTC1
Lhfp	LHFP
Ubqlnl	UBQLNL
Pnlip	PNLIP
Ttc12	TTC12
A730017C20Rik	KIAA1024L
Sall2	SALL2
Bod1	BOD1
Pcdhb21	PCDHB21
Npsr1	NPSR1
Rap2a	RAP2A
Olfr186	OR5H2
Arhgap15	ARHGAP15
Rnf112	RNF112
Mettl21e	METTL21E
Prss27	PRSS27
Tcf25	TCF25
Prkar1a	PRKAR1A
Idh3g	IDH3G
Olfr399	OLFR399
Ccdc171	CCDC171
Krt81	KRT81
Phlpp1	PHLPP1
Msantd3	MSANTD3
Kcng4	KCNG4
Fam43a	FAM43A
Npy4r	PPYR1
Tas2r126	TAS2R41
Tssc4	TSSC4
Dnajb8	DNAJB8
Hist1h2ba	HIST1H2BA
Prr15l	PRR15L
Lcp2	LCP2
Krt34	KRT34
Clec9a	CLEC9A
Olfr821	OR6C74
Olfr479	OR10AB1P
Rusc1	RUSC1
Rnf138	RNF138
Lrit2	LRIT2
Pgrmc2	PGRMC2
Gpank1	GPANK1
Sun1	SUN1
Prokr2	PROKR2
Igf1	IGF1
Cd14	CD14
Tex40	C11ORF20
Pp2d1	PP2D1
Lamtor4	LAMTOR4
Ly6e	LY6E
Galnt6	GALNT6
Olfr986	OR6X1
Atxn2	ATXN2
Gtf3c1	GTF3C1
Ifnb1	IFNB1
Rarres1	RARRES1
Gpr107	GPR107
Sfmbt1	SFMBT1
Fgf4	FGF4
Ubtd2	UBTD2
Pik3r1	PIK3R1
E2f8	E2F8
1110032F04Rik	C3ORF80
Acvr1	ACVR1
Nup62	NUP62
Ankrd34c	ANKRD34C
Tmem259	C19ORF6
Tmem104	TMEM104
Adnp	ADNP
Ankrd37	ANKRD37
Cfd	CFD
Olfr735	OR4Q3
Mrps9	MRPS9
Fam46c	FAM46C
Morc2b	MORC2B
Fcer1a	FCER1A
Ubqln2	UBQLN2
Fgfbp1	FGFBP1
Zg16	ZG16
Zbtb11	ZBTB11
Klk14	KLK14
Nrn1l	NRN1L
Ier5	IER5
Vwce	VWCE
Sall3	SALL3
Ajuba	AJUBA
Ric3	RIC3
Lrrn4	LRRN4
1110034G24Rik	C20ORF196
Lrrc49	LRRC49
Fam187b	FAM187B
Ankdd1a	ANKDD1A
Ppp1r15b	PPP1R15B
Pram1	PRAM1
Ermp1	ERMP1
Arl4c	ARL4C
Olfr922	OLFR922
Slc39a3	SLC39A3
Spata2	SPATA2
Dsg2	DSG2
Frmd7	FRMD7
Olig3	OLIG3
Pam	PAM
Ctxn1	CTXN1
Tmem150c	TMEM150C
Col6a3	COL6A3
Slc38a6	SLC38A6
Mageh1	MAGEH1
Zfp418	ZNF416
Pfkfb4	PFKFB4
Eml1	EML1
Tigd2	TIGD2
Prop1	PROP1
Lsm8	NAA38
Bri3	BRI3
Champ1	CHAMP1
Rspry1	RSPRY1
Armcx6	ARMCX6
Otud7a	OTUD7A
Olfr522	OLFR522
Lmnb2	LMNB2
Lrrc8d	LRRC8D
Nrxn1	NRXN1
Msx3	MSX3
Wdr72	WDR72
Gpr6	GPR6
Hexim1	HEXIM1
Neto1	NETO1
Ccdc42	CCDC42
Lsm11	LSM11
Dusp18	DUSP18
Sc5d	SC5DL
Slc36a4	SLC36A4
Msantd1	MSANTD1
Npm2	NPM2
Tmem220	TMEM220
Camk2n2	CAMK2N2
Golph3	GOLPH3
Olfr734	OR4M1
Hdhd1a	HDHD1
Rfx6	RFX6
Cetn1	CETN1
Fam221b	FAM221B
Loxl1	LOXL1
Ceacam19	CEACAM19
Trhde	TRHDE
C87436	C2ORF42
Vti1b	VTI1B
Zbtb22	ZBTB22
Olfr1495	OR10Q1
Wdr47	WDR47
Dmrta1	DMRTA1
Nhlh1	NHLH1
Sema5b	SEMA5B
Zfp786	ZNF786
Shroom2	SHROOM2
Pigz	PIGZ
Gpr68	GPR68
Swi5	SWI5
Zbtb12	ZBTB12
Pcdhb1	PCDHB1
B3galt6	B3GALT6
Tle4	TLE4
Hrk	HRK
Wdfy4	WDFY4
Gp1ba	GP1BA
Fbxo31	FBXO31
Hcrt	HCRT
Tmem174	TMEM174
Garnl3	GARNL3
Trp53i13	TP53I13
Slc27a2	SLC27A2
Rbpms2	RBPMS2
Lix1l	LIX1L
Ppip5k1	PPIP5K1
Gpam	GPAM
Trpc1	TRPC1
Lrfn1	LRFN1
Rab2a	RAB2A
Fam174a	FAM174A
Dusp28	DUSP28
Fam69c	FAM69C
Mms22l	MMS22L
Vtcn1	VTCN1
Cpa5	CPA5
Rtn4rl2	RTN4RL2
Nelfb	COBRA1
Rnf208	RNF208
Tspan31	TSPAN31
Pgam5	PGAM5
Rangap1	RANGAP1
Spink14	SPINK14
Adamts12	ADAMTS12
Samd3	SAMD3
Zfp36	ZFP36
Zfp574	ZNF574
Tyw3	TYW3
Cd74	CD74
Blnk	BLNK
Spsb4	SPSB4
Zbtb7c	ZBTB7C
Phospho1	PHOSPHO1
Dgkq	DGKQ
Asb8	ASB8
Tmem198	TMEM198
Slc25a44	SLC25A44
Ccdc71	CCDC71
Otulin	FAM105B
Kif9	KIF9
Fbxo48	FBXO48
Mgat2	MGAT2
Tas2r143	TAS2R143
Nek4	NEK4
Ntf5	NTF4
Pcdhb2	PCDHB2
Trim10	TRIM10
Bcl7c	BCL7C
Cenpe	CENPE
Gskip	GSKIP
Tmem72	TMEM72
Olfr981	OLFR981
Mex3d	MEX3D
Trpc6	TRPC6
Kcnb1	KCNB1
Cd24a	CD24A
Bdnf	BDNF
Saxo2	FAM154B
Fem1a	FEM1A
A4galt	A4GALT
Mrgpre	MRGPRE
Spata33	C16ORF55
Tas2r105	TAS2R105
Crb2	CRB2
Vsig8	VSIG8
Onecut1	ONECUT1
Timeless	TIMELESS
Reln	RELN
Slc25a26	SLC25A26
Zfpm1	ZFPM1
Sstr3	SSTR3
Il31ra	IL31RA
Lingo4	LINGO4
1700001O22Rik	C9ORF50
Ccdc126	CCDC126
1110037F02Rik	KIAA1429
Kif2b	KIF2B
Olfr78	OR51E2
Trim56	TRIM56
Vwde	VWDE
Ccnjl	CCNJL
E130311K13Rik	C3ORF33
Nrep	NREP
Ephb2	EPHB2
Phtf1	PHTF1
Vwc2l	VWC2L
Olfr437	OR2A2
Men1	MEN1
Sowahd	SOWAHD
Fam89a	FAM89A
Zbtb8b	ZBTB8B
Olfr578	OR51G1
Dcaf7	DCAF7
Orai1	ORAI1
Erich5	C8ORF47
Gpr101	GPR101
Clrn2	CLRN2
Hmx2	HMX2
Nyap1	NYAP1
Lemd2	LEMD2
Hcrtr2	HCRTR2
Fbxo10	FBXO10
S100a1	S100A1
Rnf125	RNF125
B4galnt3	B4GALNT3
Nxph3	NXPH3
Coa6	COA6
1810026J23Rik	C19ORF52
C2cd4a	C2CD4A
Rab11fip5	RAB11FIP5
Hnrnpll	HNRPLL
Slc4a7	SLC4A7
Tmem221	TMEM221
Pacsin2	PACSIN2
Ptrf	PTRF
Fam185a	FAM185A
Soat1	SOAT1
Gal3st1	GAL3ST1
Msx1	MSX1
Polr1d	POLR1D
Pcdhga11	PCDHGA11
B3galnt1	B3GALNT1
Rpl18a	RPL18A
Tdrp	C8ORF42
Upf2	UPF2
Fam118b	FAM118B
Rap2c	RAP2C
Lmbr1	LMBR1
Tmem82	TMEM82
Rps21	RPS21
Teddm1b	GM5531
Rinl	RINL
St7l	ST7L
Zfp536	ZNF536
BC048671	C3ORF22
Ccdc125	CCDC125
Hoxd9	HOXD9
Ubiad1	UBIAD1
Gm884	GM884
Atf2	ATF2
Spesp1	SPESP1
Serpina9	SERPINA9
Olfr56	OR2V1
Cryga	CRYGA
Adamts3	ADAMTS3
Ptprq	PTPRQ
Mlf1	MLF1
Tmem199	TMEM199
Zfp507	ZNF507
Sorl1	SORL1
Bod1l	BOD1L1
Fzd1	FZD1
Rnf24	RNF24
1810011O10Rik	C8ORF4
Foxi1	FOXI1
Golph3l	GOLPH3L
Slc35f6	C2ORF18
Mc2r	MC2R
Med26	MED26
Slc6a5	SLC6A5
Mypop	MYPOP
4921504E06Rik	C10ORF67
Tmed3	TMED3
Pcgf5	PCGF5
Rxfp4	RXFP4
Rabl6	RABL6
Ccdc80	CCDC80
Abi2	ABI2
Hoxa6	HOXA6
Ptpn11	PTPN11
Olfml2a	OLFML2A
Gpr135	GPR135
Fads6	FADS6
Rrp1	RRP1
2900026A02Rik	KIAA1671
Rgs13	RGS13
Spice1	SPICE1
Atp7a	ATP7A
Prss54	PRSS54
AU021092	C16ORF89
Slc7a2	SLC7A2
Slc25a41	SLC25A41
Hepacam2	HEPACAM2
Gpr151	GPR151
Ddit4l	DDIT4L
Cdca4	CDCA4
Rpl37a	RPL37A
Olfr95	OR10C1
Rsbn1	RSBN1
Pdzk1	PDZK1
Whsc1	WHSC1
Edem3	EDEM3
Dact1	DACT1
Ddx28	DDX28
Angptl8	C19ORF80
Trmt10c	TRMT10C
Olfr161	OR1F1
Camsap3	CAMSAP3
Dcun1d3	DCUN1D3
Fam166b	FAM166B
Cog7	COG7
Ferd3l	FERD3L
Rimkla	RIMKLA
Synrg	SYNRG
Itgbl1	ITGBL1
Six1	SIX1
Hip1	HIP1
Prokr1	PROKR1
AI464131	KIAA1161
Ssbp4	SSBP4
Smtnl2	SMTNL2
Lingo1	LINGO1
Spo11	SPO11
Rpusd3	RPUSD3
BC048562	BC048562
Dnajb13	DNAJB13
Fkrp	FKRP
1810030O07Rik	CXORF38
Crebrf	CREBRF
Slc2a7	SLC2A7
Kctd11	KCTD11
Socs3	SOCS3
Proser3	C19ORF55
Slc34a1	SLC34A1
Vkorc1l1	VKORC1L1
Apon	APON
Borcs6	C17ORF59
Aspm	ASPM
Edrf1	C10ORF137
Lacc1	LACC1
Pcdhb3	PCDHB3
Mcm3	MCM3
Olfr448	OR2A5
Ifne	IFNE
Maml1	MAML1
Ercc8	ERCC8
Mab21l3	MAB21L3
C1galt1c1	C1GALT1C1
Olfr449	OR6B1
Olfr1031	OR5M8
Pcmtd1	PCMTD1
Gp1bb	GP1BB
Gpr87	GPR87
Rbak	RBAK
Erp29	ERP29
Nup160	NUP160
Depdc1b	DEPDC1B
Tigd3	TIGD3
Tefm	TEFM
Nat8l	NAT8L
Rbm15b	RBM15B
Lcn10	LCN10
Gimap6	GIMAP6
Cbfb	CBFB
Nipbl	NIPBL
Arhgap30	ARHGAP30
Shisa2	SHISA2
Pex2	PEX2
Zfp316	ZFP316
Sfxn3	SFXN3
Foxo4	FOXO4
BC048546	BC048546
C2cd4c	C2CD4C
Gm527	C14ORF28
Spty2d1	SPTY2D1
Lrrc3b	LRRC3B
Eif4g3	EIF4G3
Ptbp1	PTBP1
Tmem11	TMEM11
Rhoj	RHOJ
Vamp8	VAMP8
Tet1	TET1
Cactin	CACTIN
Dok7	DOK7
Olfr1364	OLFR1364
Cyp4x1	CYP4X1
Olfr398	OR1K1
Cep170	CEP170
Lrrc3	LRRC3
Clec4g	CLEC4G
Chchd10	CHCHD10
Defb19	DEFB119
Olfr577	OR51G2
Gja3	GJA3
Olfr231	OR6K6
Pcdhb15	PCDHB7
Hmgb4	HMGB4
Ccdc96	CCDC96
Nlrc4	NLRC4
Klhl31	KLHL31
Dmrt2	DMRT2
She	SHE
Defb36	DEFB123
Pde12	PDE12
Prss50	PRSS50
Ap1ar	AP1AR
Zfp622	ZNF622
Fgfbp3	FGFBP3
Adra2c	ADRA2C
Ppp1r17	PPP1R17
Olfr808	OR6C65
Znrf4	ZNRF4
Samhd1	SAMHD1
Ppara	PPARA
Nsun3	NSUN3
Olfr722	OR4N5
Jdp2	JDP2
Emilin3	EMILIN3
Rbp1	RBP1
Taf9b	TAF9B
Polq	POLQ
Zmynd11	ZMYND11
Pqlc2	PQLC2
Ivl	IVL
Isg20l2	ISG20L2
Bricd5	BRICD5
Ube2q2	UBE2Q2
Pfkm	PFKM
Fam83h	FAM83H
Ccdc17	CCDC17
Olfr1023	OR5M1
Otud6a	OTUD6A
Mier2	MIER2
Lgsn	LGSN
Nup37	NUP37
Cdc42ep2	CDC42EP2
Acpp	ACPP
Mtmr9	MTMR9
Slc29a4	SLC29A4
Amigo2	AMIGO2
Zbtb5	ZBTB5
Ankrd45	ANKRD45
Stambpl1	STAMBPL1
Smim7	SMIM7
Ulk3	ULK3
Cfap100	CCDC37
Ptgs1	PTGS1
Rab11fip2	RAB11FIP2
Rufy2	RUFY2
Nudt1	NUDT1
C5ar1	C5AR1
Bex1	BEX1
Tmem74b	TMEM74B
Vprbp	VPRBP
Selenon	SEPN1
Guca1a	GUCA1A
Crlf3	CRLF3
Chd4	CHD4
Jak3	JAK3
Oas2	OAS2
Tacstd2	TACSTD2
Trim26	TRIM26
Kcnj9	KCNJ9
Ppp1r2	PPP1R2
Fbxl22	FBXL22
Grrp1	FAM110D
Gpa33	GPA33
Tmie	TMIE
Mylk4	MYLK4
Zcchc5	ZCCHC5
Ubr3	UBR3
Usp20	USP20
Igfals	IGFALS
Fam131a	FAM131A
4932438A13Rik	KIAA1109
Efcab9	EFCAB9
Prr30	C2ORF53
Idnk	IDNK
Snx33	SNX33
Cdc42ep4	CDC42EP4
Hs3st5	HS3ST5
Olfr71	OR13J1
Ppp1r37	PPP1R37
Tmem86b	TMEM86B
Zfp831	ZNF831
Ier2	IER2
Olfr670	OLFR670
Adgrd1	GPR133
Ccdc89	CCDC89
Fam205c	FAM205CP
Swsap1	SWSAP1
Olfr432	OLFR432
Dlst	DLST
Camk2n1	CAMK2N1
Pdik1l	PDIK1L
Synj2	SYNJ2
Patl1	PATL1
Ecm2	ECM2
Ucn2	UCN2
Mrgprg	MRGPRG
Krtcap3	KRTCAP3
Odf3l1	ODF3L1
Cdc37l1	CDC37L1
Dbx2	DBX2
Shb	SHB
Upp2	UPP2
Dmrta2	DMRTA2
Gpm6b	GPM6B
Car5a	CA5A
Hacd2	PTPLB
Fam159a	FAM159A
Lect2	LECT2
Samd10	SAMD10
Adam30	ADAM30
Fndc9	FNDC9
Tgif1	TGIF1
Kctd14	KCTD14
Cmtr2	FTSJD1
Cyp2c70	CYP2C70
Slc35d3	SLC35D3
Gpr119	GPR119
Fam109b	FAM109B
Wdr3	WDR3
Prok1	PROK1
Aqp12	AQP12A
Slc9b2	SLC9B2
Epha5	EPHA5
Tead1	TEAD1
Kcns3	KCNS3
Snip1	SNIP1
Lxn	LXN
Olfr70	OLFR70
Llgl1	LLGL1
H1fx	H1FX
Kbtbd7	KBTBD7
Crb1	CRB1
Rin3	RIN3
Pdha2	PDHA1
Cxcr6	CXCR6
Lyrm4	LYRM4
Proser2	C10ORF47
Pnma1	PNMA1
Olfr984	OR4D5
Hilpda	HILPDA
Tlr1	TLR1
Prr11	PRR11
Glra2	GLRA2
Syk	SYK
Gchfr	GCHFR
Col6a6	COL6A6
Irs3	IRS3
Dleu7	DLEU7
Polr1a	POLR1A
Tmem252	TMEM252
Cox7b2	COX7B2
Gpr149	GPR149
Trnt1	TRNT1
Sbk1	SBK1
Gulo	GULO
Nxph1	NXPH1
Cdc42ep1	CDC42EP1
Rtn4ip1	RTN4IP1
Rnf214	RNF214
Ptp4a3	PTP4A3
Zfp553	ZNF48
Olfr1161	OLFR1161
Olfm3	OLFM3
Defb13	DEFB13
Hmgn1	HMGN1
Sipa1l1	SIPA1L1
Cmah	CMAHP
Insm2	INSM2
Gprc5a	GPRC5A
Elf2	ELF2
Olfr691	OR52B2
Leng9	LENG9
Pcdhb13	PCDHB6
Mtap	MTAP
Abca16	ABCA16
Tmem130	TMEM130
AI314180	KIAA0368
Sema6d	SEMA6D
Lkaaear1	C20ORF201
Ghsr	GHSR
Rps19bp1	RPS19BP1
Ankrd23	ANKRD23
Lamp5	LAMP5
Crh	CRH
Ankrd42	ANKRD42
Fam188b	FAM188B
Pgm2	PGM1
Mettl21c	METTL21C
Irf2bp1	IRF2BP1
Gpr4	GPR4
Amigo1	AMIGO1
D17H6S53E	C6ORF47
Ppm1e	PPM1E
Slc35g1	SLC35G1
Fbxl7	FBXL7
Tpcn2	TPCN2
Vps53	VPS53
Lca5l	LCA5L
Mei4	MEI4
Brox	BROX
Ttc17	TTC17
Jkamp	JKAMP
Tob2	TOB2
Cdcp2	CDCP2
Ppp1r3d	PPP1R3D
Olig1	OLIG1
Gpr18	GPR18
Slc4a10	SLC4A10
Nog	NOG
Lyrm2	LYRM2
Olfr642	OLFR642
Tmtc3	TMTC3
Srsf4	SRSF4
Olfr1009	OLFR1009
Gphb5	GPHB5
Fktn	FKTN
Eea1	EEA1
Rabggta	RABGGTA
Acap2	ACAP2
Alkbh8	ALKBH8
Gal3st3	GAL3ST3
Pltp	PLTP
Tmem53	TMEM53
Cilp2	CILP2
Nkrf	NKRF
Ttc24	TTC24
Lypd6	LYPD6
Lmod1	LMOD1
Mfsd6l	MFSD6L
Eogt	EOGT
Eif5	EIF5
Rabgap1	RABGAP1
Kdm4d	KDM4D
Tusc5	TUSC5
Cd151	CD151
Ankdd1b	ANKDD1B
Ispd	ISPD
Olfr1362	OLFR1362
Map10	KIAA1383
Otos	OTOS
Pskh1	PSKH1
Vill	VILL
Kctd4	KCTD4
Fastkd3	FASTKD3
Gja10	GJA10
Xkr5	XKR5
F2r	F2R
Olfr620	OR51V1
Rps6kc1	RPS6KC1
4921517D22Rik	C9ORF153
Otop1	OTOP1
Kif7	KIF7
Gdpgp1	GDPGP1
Lrtm1	LRTM1
9930012K11Rik	C8H8ORF58
N6amt1	N6AMT1
Fat4	FAT4
Ubn1	UBN1
BC049762	BC049762
Tlr7	TLR7
Tceal1	TCEAL1
Ift43	IFT43
Abi3	ABI3
Zbtb40	ZBTB40
Lsm10	LSM10
Tmtc2	TMTC2
Mcm2	MCM2
Cldn12	CLDN12
Olfr309	OR13G1
D030056L22Rik	C9ORF40
Epcam	EPCAM
Pdpk1	PDPK1
Olfr1441	OLFR1441
Mfsd5	MFSD5
Olfr267	OR2K2
Rnf182	RNF182
Fam3b	FAM3B
B4gat1	B3GNT1
Zrsr1	ZRSR1
Hist1h1a	HIST1H1A
Acer1	ACER1
Ndufaf6	NDUFAF6
Cldn14	CLDN14
Cox19	COX19
Uaca	UACA
Cit	CIT
Mrps12	MRPS12
Dntt	DNTT
Gpr3	GPR3
Magi1	MAGI1
2210011C24Rik	ENSG00000141854
Sntn	SNTN
Tlr6	TLR6
Gimap1	GIMAP1
Otop2	OTOP2
Tapt1	TAPT1
9530077C05Rik	KIAA0895
Tecrl	TECRL
Lrrc4	LRRC4
Flrt2	FLRT2
Rtp2	RTP2
Has2	HAS2
Prodh2	PRODH2
Ofcc1	OFCC1
Nckap5	NCKAP5
Samd14	SAMD14
Lhfpl2	LHFPL2
1700015E13Rik	C1ORF111
Adrb2	ADRB2
Trim32	TRIM32
Casc1	CASC1
Kctd20	KCTD20
Grin2b	GRIN2B
2510009E07Rik	C3ORF70
Liph	LIPH
Upk3b	UPK3B
Gja4	GJA4
Mrps27	MRPS27
Hpdl	HPDL
Slc12a8	SLC12A8
Mtmr11	MTMR11
Eid2	EID2
Usp29	USP29
Olfr1361	OLFR1361
Olfr571	OR51S1
Fam109a	FAM109A
5730508B09Rik	C4ORF32
C77080	KIAA1522
4930430F08Rik	C12ORF29
Ccdc149	CCDC149
Hoxd10	HOXD10
Sfswap	SFSWAP
Psd4	PSD4
Pmf1	PMF1
Rasip1	RASIP1
Cep120	CEP120
Clec4a1	CLEC4A1
Olfr303	OLFR303
Olfr1444	OR5B21
Ppp1r13b	PPP1R13B
Keap1	KEAP1
1700067K01Rik	C19ORF67
Zfp612	ZNF23
Zc3hav1l	ZC3HAV1L
Mrpl50	MRPL50
Lrrc75a	FAM211A
E130308A19Rik	KIAA1958
Ccndbp1	CCNDBP1
Als2cr12	ALS2CR12
Scn4b	SCN4B
Gpr82	GPR82
Pcp4	PCP4
Ccdc137	CCDC137
Scg2	SCG2
Tmem81	TMEM81
Mfsd14b	HIATL1
Actrt1	ACTRT1
Nucks1	NUCKS1
Eno4	ENO4
Ccr10	CCR10
Tsc22d3	TSC22D3
Phf13	PHF13
Ing1	ING1
Pla2g4f	PLA2G4F
Dhx30	DHX30
Lurap1l	LURAP1L
Exph5	EXPH5
Tram1l1	TRAM1L1
C2cd3	C2CD3
Gabra3	GABRA3
Fam76b	FAM76B
Gfod1	GFOD1
Pon2	PON2
Ccr4	CCR4
Fam171b	FAM171B
Gjb1	GJB1
Ifitm10	IFITM10
Fam110b	FAM110B
Rxfp3	RXFP3
Hnmt	HNMT
Irf2bp2	IRF2BP2
2900011O08Rik	C16ORF45
Sox18	SOX18
Mterf2	MTERFD3
Nupl2	NUPL2
Rasef	RASEF
Nap1l5	NAP1L5
Defb14	DEFB103A
Vav2	VAV2
Tssk6	TSSK6
Sptssb	SPTSSB
Ttll13	TTLL13
Hscb	HSCB
Olfr645	OLFR645
Dppa3	DPPA3
Lao1	LAO1
Erich3	C1ORF173
Them4	THEM4
Mcmbp	MCMBP
Ttc41	BC030307
Pik3cg	PIK3CG
Oc90	OC90
Gdf6	GDF6
Morn4	MORN4
Kdm4a	KDM4A
Tmprss11c	TMPRSS11C
Tas2r139	TAS2R39
Rtn4r	RTN4R
Slbp	SLBP
Stkld1	C9ORF96
Spink10	SPINK10
Olfr974	OLFR974
Dcaf12l1	DCAF12L1
Npas4	NPAS4
Dnah10	DNAH10
Gdi2	GDI2
Wnk1	WNK1
Il1f10	IL1F10
AI467606	C16ORF54
Mrgprd	MRGPRD
Bex3	NGFRAP1
Tpra1	TPRA1
Ccdc158	CCDC158
Tspyl1	TSPYL1
Rab33b	RAB33B
Pnma5	PNMA5
Olfr1394	OLFR1394
Plxna1	PLXNA1
Fam161a	FAM161A
Slc29a1	SLC29A1
Specc1	SPECC1
Dlk1	DLK1
Bpifc	BPIFC
Myoz3	MYOZ3
Olfr221	OR5AU1
Prlhr	PRLHR
Htr1f	HTR1F
Tmem125	TMEM125
Zfand3	ZFAND3
Prkaa1	PRKAA1
March10	MARCH10
Taf8	TAF8
Spdya	SPDYA
Agbl5	AGBL5
1700030K09Rik	C19ORF44
Lrrc29	LRRC29
Slc8a3	SLC8A3
Tmcc3	TMCC3
Cbll1	CBLL1
Ascc2	ASCC2
Gabra5	GABRA5
Cemip	KIAA1199
Arhgef33	ARHGEF33
Syt1	SYT1
Acox1	ACOX1
Kcnj3	KCNJ3
Rcor2	RCOR2
1700016K19Rik	C17ORF97
Camk2d	CAMK2D
Kcnq3	KCNQ3
Atp8b2	ATP8B2
Capg	CAPG
Nrk	NRK
Trim65	TRIM65
Acox3	ACOX3
Acsm5	ACSM5
9230110C19Rik	C11ORF70
Slc35c1	SLC35C1
Galnt13	GALNT13
Tpsb2	TPSB2
Fam229b	C6ORF225
Car8	CA8
Palb2	PALB2
Cysltr1	CYSLTR1
Rnf212	RNF212
Opn5	OPN5
Abat	ABAT
Gemin6	GEMIN6
Pgr	PGR
Cnot1	CNOT1
Nup107	NUP107
Mocos	MOCOS
Tbx22	TBX22
Cdkl2	CDKL2
Clec12a	CLEC12A
Impg2	IMPG2
Neo1	NEO1
Ffar4	O3FAR1
Gpr17	GPR17
Plekho2	PLEKHO2
Sgip1	SGIP1
Fut2	FUT2
Ezr	EZR
Tas2r137	TAS2R3
Vps37d	VPS37D
Adcyap1r1	ADCYAP1R1
Pcnx3	PCNXL3
Irs1	IRS1
Ifng	IFNG
Rab39	RAB39A
Gabrg2	GABRG2
Pcx	PC
Dis3l	DIS3L
Adam10	ADAM10
Kansl1l	KANSL1L
Lrrfip1	LRRFIP1
Lrtm2	LRTM2
Slc24a5	SLC24A5
Eif2d	EIF2D
Gpr20	GPR20
Fam204a	FAM204A
Srsf11	SRSF11
Tprkb	TPRKB
Chl1	CHL1
Tas2r130	TAS2R7
Mbd3l1	MBD3L1
Snrpc	SNRPC
Tmem150a	TMEM150A
Cx3cr1	CX3CR1
Kidins220	KIDINS220
Usp21	USP21
Ubxn11	UBXN11
Mogat2	MOGAT2
Ptprn2	PTPRN2
Tcaf3	FAM115E
Tmem200a	TMEM200A
