pleurodeles	eggnog
kif5a	kif5a
DFNA5	DFNA5
PHOX2A	PHOX2A
ANKMY2	ANKMY2
MATN4	MATN4
C19orf54	C19orf54
IGSF11	IGSF11
NHP2	NHP2
OSCP1	OSCP1
HADHB	HADHB
rps18	rps18
PRPH2	PRPH2
GABRR2	GABRR2
DRD4	DRD4
LRR1	LRR1
mettl21c	mettl21c
MFSD9	MFSD9
MPND	MPND
RARRES1	RARRES1
CXorf58	CXorf58
HDAC1	HDAC1
POMK	POMK
RALA	RALA
LUM	LUM
FMO2	FMO2
RABEPK	RABEPK
NRROS	NRROS
XPNPEP2	XPNPEP2
CDCA5	CDCA5
TRMT61A	TRMT61A
ccdc24	ccdc24
SMN1	SMN1
VRK2	VRK2
SRI	SRI
TAF12	TAF12
CAPZB	CAPZB
CEP41	CEP41
RCAN1	RCAN1
HMX3	HMX3
S1PR3	S1PR3
NABP2	NABP2
SUMO3	SUMO3
CNNM3	CNNM3
GPATCH1	GPATCH1
AK1	AK1
KCNE3	KCNE3
LRRFIP2	LRRFIP2
PIGC	PIGC
RPN2	RPN2
EDC3	EDC3
ELMOD2	ELMOD2
SIVA1	SIVA1
SURF4	SURF4
GALNT11	GALNT11
BAG4	BAG4
SLC16A12	SLC16A12
OXTR	OXTR
SCP2	SCP2
EYA1	EYA1
LMNB1	LMNB1
CAMSAP3	CAMSAP3
TBC1D16	TBC1D16
NT5C1B	NT5C1B
LRRC38	LRRC38
ST8SIA5	ST8SIA5
TDRD3	TDRD3
ARHGEF9	ARHGEF9
COASY	COASY
MAU2	MAU2
OPTC	OPTC
DMAP1	DMAP1
HLA-DMA	HLA-DMA
TFE3	TFE3
NDRG1	NDRG1
SHISA2	SHISA2
HSD11B1L	HSD11B1L
PPP2R3C	PPP2R3C
RAMP3	RAMP3
CCDC61	CCDC61
UBE2W	UBE2W
TMEM189	TMEM189
WAPAL	WAPAL
FAM103A1	FAM103A1
PDCD10	PDCD10
VKORC1	VKORC1
RFTN2	RFTN2
FAM126B	FAM126B
CDK8	CDK8
C11orf24	C11orf24
SPIB	SPIB
GDE1	GDE1
NCR2	NCR2
DDB2	DDB2
FAM117A	FAM117A
fgr	fgr
CASC1	CASC1
MPZL3	MPZL3
HARS	HARS
IL20RB	IL20RB
SUPV3L1	SUPV3L1
WRNIP1	WRNIP1
ZBTB8OS	ZBTB8OS
DUPD1	DUPD1
GRAMD4	GRAMD4
SIRT5	SIRT5
PID1	PID1
ATPAF2	ATPAF2
SNX7	SNX7
FAR2	FAR2
GFM2	GFM2
CGRRF1	CGRRF1
C3AR1	C3AR1
FAM114A1	FAM114A1
DIRAS1	diras1
CA14	CA14
PTCD3	PTCD3
DDOST	DDOST
ADRB3	ADRB3
TIPIN	TIPIN
TRIM46	TRIM46
RBM43	RBM43
TTC12	TTC12
CTDSP1	CTDSP1
C9	C9
TTBK2	TTBK2
DIABLO	DIABLO
GMNC	GMNC
SSR1	SSR1
SLC43A2	SLC43A2
GOT1	GOT1
MID1IP1	MID1IP1
TSN	TSN
VPS33A	VPS33A
ATHL1	ATHL1
SPARC	SPARC
CDK4	CDK4
PPP1CA	PPP1CA
ALDH9A1	ALDH9A1
FYCO1	FYCO1
NSUN3	NSUN3
PKIA	PKIA
FAM96A	FAM96A
F8A1	F8A1
HAPLN1	HAPLN1
CEPT1	CEPT1
ESR2	ESR2
HNRNPA3	HNRNPA3
RTDR1	RTDR1
USP13	USP13
BABAM1	BABAM1
C22orf15	C22orf15
NPEPL1	NPEPL1
RASSF10	RASSF10
BUB1B	BUB1B
REM1	REM1
KIF20B	KIF20B
ACER2	ACER2
STEAP4	STEAP4
FIGN	FIGN
LCP1	LCP1
BGN	BGN
SEC22A	SEC22A
CHEK2	CHEK2
M1AP	M1AP
RNF169	RNF169
MNT	MNT
TREH	TREH
YTHDF1	YTHDF1
LIX1	LIX1
LIN7A	LIN7A
CHMP4C	CHMP4C
MARCKSL1	MARCKSL1
PTRHD1	PTRHD1
NR1H3	NR1H3
SLC15A3	SLC15A3
SNF8	SNF8
ACBD6	ACBD6
USP49	USP49
XRCC6	XRCC6
SHQ1	SHQ1
NFE2L2	NFE2L2
SLC25A20	SLC25A20
44257	2-Mar
PCSK4	PCSK4
SRCIN1	SRCIN1
SLC39A11	SLC39A11
RABIF	RABIF
KLHDC1	KLHDC1
GUSB	GUSB
RELB	RELB
UBXN4	UBXN4
TF	TF
FLAD1	FLAD1
TCHP	TCHP
ACTR5	ACTR5
UBLCP1	UBLCP1
GLB1L2	GLB1L2
NIPAL4	NIPAL4
KCNE4	KCNE4
MED7	MED7
NDUFB6	NDUFB6
MRPL57	MRPL57
IFT80	IFT80
SCRT1	SCRT1
VIPR2	VIPR2
HEBP2	HEBP2
Sox11	Sox11
CBX8	CBX8
CALCRL	CALCRL
CRB1	CRB1
TBC1D4	TBC1D4
LAMP1	LAMP1
ARF1	ARF1
IK	IK
PLK1	PLK1
RASSF1	RASSF1
ACOT12	ACOT12
APTX	APTX
RPAP3	RPAP3
MESDC1	MESDC1
GDPD1	GDPD1
CNN1	CNN1
VPS37C	VPS37C
FBXO8	FBXO8
HOOK2	HOOK2
KREMEN1	KREMEN1
RBM12B	RBM12B
IFRD1	IFRD1
H1FX	H1FX
IL34	IL34
TP53I3	TP53I3
MAFG	MAFG
RSPH4A	RSPH4A
JDP2	JDP2
TSKU	TSKU
TCEB1	TCEB1
SSSCA1	SSSCA1
PARVA	PARVA
RACGAP1	RACGAP1
TMEM263	TMEM263
FBXO46	FBXO46
SERPINH1	SERPINH1
ARX	ARX
IFT81	IFT81
CNR1	CNR1
NAT14	NAT14
TMEM216	TMEM216
DHRS7C	DHRS7C
NPRL3	NPRL3
TLX3	TLX3
TMED9	TMED9
FAM173A	FAM173A
SDF4	SDF4
YWHAQ	YWHAQ
NEUROG2	NEUROG2
JAZF1	JAZF1
TMEM27	TMEM27
CCR7	CCR7
ZNF524	ZNF524
NKAIN4	NKAIN4
SLC16A1	SLC16A1
FMO3	FMO6P
PITHD1	PITHD1
FAM32A	FAM32A
RILP	RILP
FANCG	FANCG
CHPT1	CHPT1
UFL1	UFL1
ANAPC4	ANAPC4
IRF9	IRF9
ACSBG2	ACSBG2
HAUS3	HAUS3
TMEM201	TMEM201
ZGPAT	ZGPAT
DTNB	DTNB
IAH1	IAH1
CCDC9	CCDC9
MARCKS	MARCKS
ABCF2	ABCF2
TPMT	TPMT
TYSND1	TYSND1
EVX1	EVX1
PCYOX1L	PCYOX1L
RORB	RORB
KISS1R	KISS1R
FECH	FECH
TSPAN4	TSPAN4
TPM4	TPM4
SNRNP70	SNRNP70
TMEM110	TMEM110
PPTC7	pptc7
ING4	ING4
CPAMD8	CPAMD8
RBKS	RBKS
RASA2	RASA2
ENGASE	ENGASE
FTO	FTO
HMBS	HMBS
ATF6	ATF6
PANX2	PANX2
SOD3	SOD3
HNRNPC	HNRNPC
IRF2BP2	irf2bp2
TSPEAR	TSPEAR
SHMT1	SHMT1
SLC7A7	SLC7A7
UBXN2B	UBXN2B
CYB561D2	CYB561D2
ALDH5A1	ALDH5A1
PPP4C	PPP4C
CALB1	CALB1
PPP1R14C	PPP1R14C
BANK1	BANK1
HTR7	HTR7
KCNS3	KCNS3
CCNE1	CCNE1
RNF113A	rnf113a
SERPINB10	SERPINB10
ANAPC5	ANAPC5
SUMF2	SUMF2
MRPL3	MRPL3
MMRN1	MMRN1
FHOD1	FHOD1
ARHGAP30	ARHGAP30
CAMK2B	CAMK2B
ISCA2	ISCA2
CCDC84	CCDC84
NFATC2IP	NFATC2IP
MLH1	MLH1
DUSP11	DUSP11
ARL14EP	ARL14EP
DCUN1D1	DCUN1D1
C1QTNF7	C1QTNF7
UTP15	UTP15
POP4	POP4
VWC2L	VWC2L
ELK4	ELK4
NDFIP2	ndfip2
PEX12	PEX12
ID2	ID2
FAF2	FAF2
MRPL47	MRPL47
GFOD1	GFOD1
WDR38	WDR38
HEATR3	HEATR3
TRAPPC3L	TRAPPC3L
NDUFB3	NDUFB3
COL14A1	COL14A1
ARID3B	ARID3B
KIAA1715	KIAA1715
TCEA3	TCEA3
KIAA1210	KIAA1210
GINM1	GINM1
ZSWIM1	ZSWIM1
SRCAP	SRCAP
EFCAB11	EFCAB11
NGRN	NGRN
LRRC14B	LRRC14B
TCTN2	TCTN2
FSIP1	FSIP1
HS3ST5	HS3ST5
KEAP1	KEAP1
PLEKHA3	PLEKHA3
SLC35F4	SLC35F4
OTC	OTC
GID8	GID8
RHCE	RHCE
WNT2B	WNT2B
PNPT1	PNPT1
LRRC51	LRRC51
TIPRL	TIPRL
NENF	NENF
THAP3	THAP3
TRDMT1	TRDMT1
MAK16	MAK16
CHCHD6	CHCHD6
RPRML	RPRML
FGGY	FGGY
TLCD2	TLCD2
RPN1	RPN1
P2RY13	P2RY13
FOXR1	FOXR1
PRDM8	PRDM8
GLOD4	GLOD4
TRIM58	TRIM58
ING3	ING3
RABGGTB	RABGGTB
BOK	BOK
CPOX	CPOX
CNN3	CNN3
TMEM204	TMEM204
RND3	RND3
C1orf35	C1orf35
FOXB2	FOXB2
GLS2	GLS2
NEFH	NEFH
FCER1G	FCER1G
RPP40	RPP40
FRMPD4	FRMPD4
EMX2	EMX2
PLBD2	PLBD2
RAP1GDS1	RAP1GDS1
FBXO22	FBXO22
FGF2	FGF2
VDAC1	VDAC1
WDR89	WDR89
SYCE1	SYCE1
UBN2	UBN2
RAB12	RAB12
CKAP2	CKAP2
XPNPEP1	XPNPEP1
DNAJB9	DNAJB9
PLD5	PLD5
NIFK	NIFK
PRKX	PRKX
WDR93	WDR93
SGSH	SGSH
PRELID1	PRELID1
RHOH	RHOH
RCAN2	RCAN2
TAAR1	TAAR1
PIEZO2	PIEZO2
GLMN	GLMN
SELPLG	SELPLG
ETHE1	ETHE1
TMEM9B	TMEM9B
RBM45	RBM45
POLD3	POLD3
NOL10	NOL10
NEK11	NEK11
LBH	LBH
MSANTD3	MSANTD3
SEPHS2	SEPHS2
PRR18	PRR18
DCAF4	DCAF4
WRAP73	WRAP73
SNX9	SNX9
TAGLN	TAGLN
TUBB6	TUBB6
LRRC17	LRRC17
MS4A1	MS4A1
RASD1	RASD1
UPF3B	UPF3B
STAMBPL1	STAMBPL1
C1QTNF4	C1QTNF4
SNX10	SNX10
CCDC108	CCDC108
SH3GL2	SH3GL2
C2orf44	C2orf44
DDX28	DDX28
HSF3	HSF3
XPNPEP3	XPNPEP3
CBLN2	CBLN2
FOXG1	FOXG1
ZBTB12	ZBTB12
ACAT2	ACAT2
N6AMT2	N6AMT2
OCLN	OCLN
C8orf4	C8orf4
FBXW4	FBXW4
RAB2A	RAB2A
UPF3A	UPF3A
AADAC	AADAC
ND5	ND5
CD164L2	CD164L2
SAAL1	SAAL1
DAK	DAK
HEXDC	HEXDC
MCUR1	MCUR1
TBATA	TBATA
ICA1	ICA1
LUZP1	LUZP1
GNPDA1	gnpda1
CTPS2	CTPS2
C16orf72	C16orf72
HNRNPLL	HNRNPLL
RSAD1	RSAD1
SPRY1	SPRY1
LIN52	LIN52
CHIC2	CHIC2
CRTAP	CRTAP
VPS72	VPS72
ZCCHC14	ZCCHC14
ORMDL2	ORMDL2
PLIN3	PLIN3
PLSCR3	PLSCR3
SLC18A3	SLC18A3
C10orf88	C10orf88
PAOX	PAOX
MGAT4C	MGAT4C
C19orf60	C19orf60
PDLIM4	PDLIM4
GARS	GARS
IPPK	IPPK
OMA1	OMA1
MTG2	MTG2
RGS6	RGS6
BMP5	BMP5
LGMN	LGMN
TNNI3K	TNNI3K
ATG5	ATG5
ORMDL1	ORMDL1
HES6	HES6
MRPL27	MRPL27
RCAN3	RCAN3
GORASP1	GORASP1
NHLH1	NHLH1
PDCD4	PDCD4
RTKN2	RTKN2
TAPBP	TAPBP
PRIMA1	PRIMA1
HTR1B	HTR1B
WASF3	WASF3
RBX1	RBX1
EMX1	EMX1
DPH3	DPH3
MPV17L2	MPV17L2
PAFAH2	PAFAH2
NDFIP1	NDFIP1
MRM1	MRM1
CCDC138	CCDC138
TSPAN2	TSPAN2
SEC13	SEC13
CCDC167	CCDC167
GSTZ1	GSTZ1
SNX30	SNX30
FAM192A	FAM192A
MSH4	MSH4
MCPH1	MCPH1
RPS7	RPS7
MEPCE	MEPCE
CYC1	CYC1
KCNV1	KCNV1
USP14	USP14
CD5	CD5
HHATL	HHATL
RARB	RARB
POU3F3	POU3F3
GGT1	GGT1
DHRS12	DHRS12
CNTLN	CNTLN
HMOX2	HMOX2
FRMD3	FRMD3
BET1L	BET1L
NAMPT	NAMPT
MRPL49	MRPL49
ARHGAP18	ARHGAP18
SPAG8	SPAG8
TFEB	TFEB
MAATS1	MAATS1
NUPR1	NUPR1
NKAIN3	NKAIN3
LDOC1	LDOC1
RDH10	RDH10
BCL2	BCL2
PRPS2	PRPS2
CRLS1	CRLS1
VAPB	VAPB
PSCA	PSCA
UGDH	UGDH
Atp8b5	Atp8b5
LRRN4	LRRN4
44449	10-Sep
LGALS9	LGALS9
CFAP46	CFAP46
CAMK2N2	CAMK2N2
SPEF1	SPEF1
UNC93A	UNC93A
SPINT2	SPINT2
AZI2	AZI2
TIMP4	TIMP4
GNL2	GNL2
CLN5	CLN5
TNFRSF19	TNFRSF19
BMP7	BMP7
AP1AR	AP1AR
SIL1	SIL1
BCAS1	BCAS1
ACSF3	ACSF3
RAB25	RAB25
SEPHS1	SEPHS1
HMGN5	HMGN5
TXNDC12	TXNDC12
ARRB2	ARRB2
TTC39B	TTC39B
RGP1	RGP1
SLC25A51	SLC25A51
HDAC10	HDAC10
HDAC8	HDAC8
ZDHHC3	ZDHHC3
SLC25A44	SLC25A44
COQ2	COQ2
PCCA	PCCA
ABHD3	ABHD3
NUDT19	NUDT19
TGFBR1	TGFBR1
DNAH17	DNAH17
CSTF1	CSTF1
BZW1	BZW1
UCP2	UCP2
APLN	APLN
SEPP1	SEPP1
RPH3AL	RPH3AL
SSR3	SSR3
LYRM4	LYRM4
TACO1	TACO1
CROT	CROT
HAPLN4	HAPLN4
NEIL1	NEIL1
NACC1	NACC1
FAM46D	FAM46D
BC067074	BC067074
RAC1	RAC1
MSRB1	MSRB1
PHYHD1	PHYHD1
C1S	C1S
CYB5D2	CYB5D2
IKBIP	IKBIP
GRTP1	GRTP1
B3GALT4	B3GALT4
YRDC	YRDC
PWWP2B	PWWP2B
ITGA9	ITGA9
CFI	CFI
RASGRP3	RASGRP3
LRRC43	LRRC43
C5orf30	C5orf30
dnajc5g	dnajc5g
POLM	POLM
GPR176	GPR176
CAPN15	CAPN15
PMP22	PMP22
PTPN2	PTPN2
UBE2I	UBE2I
HGD	HGD
HTR1E	HTR1E
PCK1	PCK1
OTX1	Otx1
RAN	RAN
ETFDH	ETFDH
HCRTR2	HCRTR2
CAV2	CAV2
TADA1	TADA1
KLHDC10	KLHDC10
LSG1	LSG1
PYROXD2	PYROXD2
CYBRD1	CYBRD1
MFAP1	MFAP1
CCDC94	CCDC94
pim1	pim1
TASP1	TASP1
ALDH1B1	ALDH1B1
SFXN2	SFXN2
BTG2	BTG2
FOXD2	FOXD2
SLC39A8	SLC39A8
ZMIZ1	ZMIZ1
TMEM87B	TMEM87B
TMEM55A	TMEM55A
CPQ	CPQ
SFMBT2	SFMBT2
ZNF185	ZNF185
SOX11	SOX11
NEK1	NEK1
SH3GL1	SH3GL1
tas1r3	tas1r3
GJB2	GJB2
CHIT1	CHIT1
MAD2L1BP	MAD2L1BP
THRB	THRB
CD302	CD302
CTBS	CTBS
SHOX	SHOX
GPR65	GPR65
ENKUR	ENKUR
GPX8	GPX8
RFESD	RFESD
LYPD6B	LYPD6B
TBXAS1	TBXAS1
PXMP2	PXMP2
TRMT2A	TRMT2A
EPHX2	EPHX2
TFG	TFG
RBMS3	RBMS3
MAP3K7CL	MAP3K7CL
NXN	NXN
RNMTL1	RNMTL1
DCAF12	DCAF12
TTI2	TTI2
RAPGEFL1	RAPGEFL1
HSD11B1	HSD11B1
CIR1	CIR1
ACD	ACD
UBAC2	UBAC2
DYRK3	DYRK3
ALPK1	ALPK1
DUOX1	DUOX1
NR2F1	NR2F1
CIB2	CIB2
GORAB	GORAB
MYOM1	MYOM1
AP1M1	AP1M1
RUVBL1	RUVBL1
GLDN	GLDN
SRSF10	SRSF10
PLEKHA2	PLEKHA2
STX7	STX7
ZFP36	ZFP36
TESK2	TESK2
LDB2	LDB2
METTL22	METTL22
IL17RB	IL17RB
GJB1	GJB1
ZMYND10	ZMYND10
IFT46	IFT46
RBM41	RBM41
ZNF831	ZNF831
PPIF	PPIF
DUS3L	DUS3L
GLRB	GLRB
TBC1D10C	TBC1D10C
WBP4	WBP4
TNFSF12	TNFSF12
CD40	CD40
TPST2	TPST2
PDZPH1P	PDZPH1P
KCTD4	KCTD4
SRGN	SRGN
RCN2	RCN2
RSPH3	RSPH3
PGF	PGF
C7orf62	C7orf62
FAM207A	FAM207A
UBTD2	UBTD2
KLHL23	KLHL23
LRRC40	LRRC40
MTPAP	MTPAP
YIPF1	YIPF1
FIP1L1	FIP1L1
SGOL2	SGOL2
RIBC1	RIBC1
ALKBH8	ALKBH8
FOXH1	foxh1
NIPAL3	NIPAL3
RNF149	RNF149
APEX1	APEX1
NDC80	NDC80
CAPN3	CAPN3
OLIG2	OLIG2
FAM169B	FAM169B
RASSF6	RASSF6
AMT	AMT
CHST14	CHST14
ino80e	ino80e
IER2	IER2
SARS	SARS
PRIM2	PRIM2
PTP4A1	PTP4A1
LACC1	LACC1
LRRC46	LRRC46
HSDL2	HSDL2
TMX2	TMX2
TMOD3	TMOD3
NELFCD	NELFCD
RTFDC1	RTFDC1
TNFAIP8L1	TNFAIP8L1
DACH1	DACH1
BASP1	BASP1
MRPL40	MRPL40
TAPBPL	TAPBPL
TIMD4	TIMD4
MDP1	MDP1
RNPEP	RNPEP
DMBX1	DMBX1
CAT	CAT
TMED8	TMED8
LHX5	LHX5
FADS6	FADS6
SDAD1	SDAD1
WBSCR16	WBSCR16
TATDN1	TATDN1
COQ10B	COQ10B
HEY2	HEY2
MPPE1	MPPE1
YAF2	YAF2
SMIM14	SMIM14
TMEM186	TMEM186
FUOM	FUOM
MIPEP	MIPEP
TUFM	TUFM
SLC38A9	SLC38A9
AGBL4	AGBL4
AVPR1A	AVPR1A
NEK2	NEK2
HNRNPA0	HNRNPA0
PPP2R2A	PPP2R2A
ZDHHC6	ZDHHC6
FAM49B	FAM49B
HINFP	HINFP
E2F6	E2F6
GATA3	GATA3
ASB16	ASB16
EEFSEC	EEFSEC
CRACR2B	CRACR2B
DNAI2	DNAI2
HDAC2	HDAC2
SLCO1A2	SLCO1A2
MMRN2	MMRN2
TRMT13	TRMT13
DYNLL2	DYNLL2
RBM7	RBM7
CIZ1	CIZ1
HOXB4	HOXB4
TTC30B	TTC30B
SNED1	SNED1
DRAXIN	DRAXIN
SLA	SLA
MSL3	MSL3
GZF1	GZF1
RABL3	RABL3
C5orf63	C5orf63
SWAP70	SWAP70
RRAS2	RRAS2
SNCA	SNCA
CFAP99	CFAP99
SLC22A3	SLC22A3
C21orf91	C21orf91
SAP30BP	SAP30BP
APLF	APLF
DEAF1	DEAF1
MRPL2	MRPL2
UAP1	UAP1
PNMT	PNMT
MMAB	MMAB
RIPK2	RIPK2
CEP128	CEP128
AIFM1	AIFM1
RIOK1	RIOK1
WDR41	WDR41
FAM83D	FAM83D
SNX24	SNX24
PDHX	PDHX
RELL1	RELL1
RXRB	RXRB
NTAN1	NTAN1
CERCAM	CERCAM
TRPC4AP	TRPC4AP
C1QTNF1	C1QTNF1
MRPS34	MRPS34
STK25	STK25
C7orf50	C7orf50
KPTN	KPTN
C11orf30	C11orf30
ELK3	ELK3
STMN2	STMN2
F2R	F2R
CDC34	CDC34
COLGALT2	COLGALT2
TOM1L2	TOM1L2
SPICE1	SPICE1
OSBP	OSBP
LHFP	LHFP
FIGF	FIGF
SAFB	SAFB
LPCAT2	LPCAT2
DAD1	DAD1
EMC2	EMC2
ATG4D	ATG4D
TUBD1	TUBD1
GEMIN2	GEMIN2
SLC37A2	SLC37A2
CDK6	CDK6
GPR151	GPR151
POLR2M	POLR2M
ZIC3	ZIC3
CEP70	CEP70
HINT3	HINT3
JUN	JUN
IQCB1	IQCB1
THUMPD3	THUMPD3
C16orf93	C16orf93
NINJ2	NINJ2
ASPSCR1	ASPSCR1
NEIL3	NEIL3
ARSA	ARSA
CCDC33	CCDC33
ACSS3	ACSS3
TRAF3IP3	TRAF3IP3
TARS2	TARS2
PDSS2	PDSS2
AK7	AK7
TSC22D3	TSC22D3
SDCBP	SDCBP
NUSAP1	NUSAP1
MRPL10	MRPL10
MIXL1	mixl1
PLSCR1	PLSCR1
PIGK	PIGK
CIART	CIART
C1orf43	C1orf43
PPP1R1B	PPP1R1B
HSPBP1	HSPBP1
ARL6IP1	ARL6IP1
CTSB	CTSB
RAB3IL1	RAB3IL1
SLCO4C1	SLCO4C1
SLX1A	SLX1A
FTSJ2	FTSJ2
SYNC	SYNC
DDX59	DDX59
NT5C2	NT5C2
FAM206A	FAM206A
KHK	KHK
P2RX1	P2RX1
TSPAN14	TSPAN14
RCE1	RCE1
FEN1	FEN1
DAXX	DAXX
LHX8	LHX8
MTX2	MTX2
OLIG1	OLIG1
TMEM185A	TMEM185B
SF3A3	SF3A3
CEP76	CEP76
ATE1	ATE1
NR1I3	NR1I3
KLF13	KLF13
PTPLAD1	PTPLAD1
TBC1D19	TBC1D19
FOXC1	FOXC1
EFCC1	EFCC1
ACOT9	ACOT9
TEAD4	TEAD4
SECISBP2	SECISBP2
GTF2F1	GTF2F1
LAMTOR1	LAMTOR1
EMC3	EMC3
SLC47A2	SLC47A2
CCKAR	CCKAR
YEATS4	YEATS4
MRAS	MRAS
TCAIM	TCAIM
NEUROD6	NEUROD6
UBE2J2	UBE2J2
PAIP1	PAIP1
FAM46C	FAM46C
MAP1LC3B	MAP1LC3B
BANP	BANP
CYB5R4	CYB5R4
HGFAC	HGFAC
SOX3	SOX3
ACER3	ACER3
MAP3K20	MAP3K20
MTHFSD	MTHFSD
PRX	PRX
EIF2AK1	EIF2AK1
INO80B	INO80B
TMEM199	TMEM199
LRRIQ3	LRRIQ3
NADK2	NADK2
RQCD1	RQCD1
MECR	MECR
PPP1R8	PPP1R8
PEX16	PEX16
NPC2	NPC2
SFRP2	SFRP2
C1orf115	C1orf115
NOL9	NOL9
GRPEL1	GRPEL1
ASCL1	ASCL1
RCOR3	RCOR3
SYCP2L	SYCP2L
SLC6A19	SLC6A19
CCDC176	CCDC176
RELL2	RELL2
TREM2	TREM2
BCL2L1	BCL2L1
TRMT5	TRMT5
UFC1	UFC1
CHRNA1	CHRNA1
ARL6IP4	ARL6IP4
C12orf49	C12orf49
WDR16	WDR16
AGO3	AGO3
CGN	CGN
DCAF17	DCAF17
YARS	YARS
ADPRM	ADPRM
NCAN	NCAN
DNAJA2	DNAJA2
NFIX	NFIX
ERGIC2	ERGIC2
LOH12CR1	LOH12CR1
AGO2	AGO2
CNTF	CNTF
TMEM136	TMEM136
CRIPT	CRIPT
GOLGA7B	GOLGA7B
IL18RAP	IL18RAP
CHST12	CHST12
COMMD2	COMMD2
PPIL4	PPIL4
HBEGF	HBEGF
BARHL2	BARHL2
YPEL3	YPEL3
UTP3	UTP3
RAB35	RAB35
CCDC27	CCDC27
C5orf34	C5orf34
RBBP8	RBBP8
FAM159B	FAM159B
NEURL3	NEURL3
MRPL21	MRPL21
SNCB	SNCB
STARD3NL	STARD3NL
FAM175B	FAM175B
PDK2	PDK2
MKRN2OS	MKRN2OS
TRAPPC4	TRAPPC4
HAO2	HAO2
PDLIM3	PDLIM3
RPS5	RPS5
RBM38	RBM38
C18orf8	C18orf8
C1orf27	C1orf27
HCFC1R1	HCFC1R1
GABRA4	GABRA4
PFKFB2	PFKFB2
KIAA0020	KIAA0020
CLU	CLU
FADS2	FADS2
KLHL26	KLHL26
INO80E	INO80E
ALAS1	ALAS1
TH	TH
CPNE3	CPNE3
RARS2	RARS2
CCDC71L	CCDC71L
PANK2	PANK2
OAT	OAT
ANKS1B	ANKS1B
ppp2ca	ppp2ca
KRT15	KRT15
ZNHIT3	ZNHIT3
GDAP1L1	GDAP1L1
WIF1	WIF1
DLX1	DLX1
FAM212B	FAM212B
BLM	BLM
NDUFAF6	NDUFAF6
CYB5R1	CYB5R1
TSPAN13	TSPAN13
UBE3D	UBE3D
POLDIP2	POLDIP2
CHAF1A	CHAF1A
USF2	USF2
KCNJ12	KCNJ12
SLC35A5	SLC35A5
KCNK6	KCNK6
RHBDD2	RHBDD2
FARSB	FARSB
ACAD9	ACAD9
SAV1	SAV1
SNX1	SNX1
Tssk5	Tssk5
ANAPC15	anapc15
RAD51D	RAD51D
METTL25	METTL25
FPGS	FPGS
U2AF1L4	U2AF1L4
CITED4	CITED4
PDRG1	PDRG1
TSPAN6	TSPAN6
ACADS	ACADS
ATAD3A	ATAD3A
STOML2	STOML2
CFAP206	CFAP206
TOR4A	TOR4A
PFDN6	PFDN6
ADIPOQ	ADIPOQ
PPARA	PPARA
GNL3L	GNL3L
SMIM24	SMIM24
LMX1B	LMX1B
ASMTL	ASMTL
KARS	KARS
CGREF1	CGREF1
RNASEK	RNASEK
C12orf57	C12orf57
SNAPIN	SNAPIN
UQCRFS1	UQCRFS1
PYCR1	PYCR1
DPH2	DPH2
YARS2	YARS2
STK32A	STK32A
TBC1D15	TBC1D15
NOVA2	NOVA2
FHOD3	FHOD3
MPHOSPH10	MPHOSPH10
STRA8	STRA8
NPY4R	NPY4R
ASAH1	ASAH1
PBK	PBK
ADIPOR1	ADIPOR1
B4GALT4	B4GALT4
CCDC11	CCDC11
ETV4	ETV4
HSD17B3	HSD17B3
KXD1	KXD1
DEDD	DEDD
MIS18A	MIS18A
H2AFY	H2AFY
STK35	STK35
KNOP1	KNOP1
TFCP2L1	TFCP2L1
GABRE	GABRE
NLE1	NLE1
BLNK	BLNK
SDE2	SDE2
HOXA9	HOXA9
SLC26A8	SLC26A8
TMEM86A	TMEM86A
POLR1E	POLR1E
GPI	GPI
UBXN8	UBXN8
MOB3B	MOB3B
NPY5R	NPY5R
JOSD1	JOSD1
TSTD3	TSTD3
SNAI1	SNAI1
PELO	PELO
C1orf158	C1orf158
PEX3	PEX3
LHX6	LHX6
OGFRL1	OGFRL1
SNX5	SNX5
CCDC82	CCDC82
COPRS	COPRS
MIS18BP1	MIS18BP1
POLR3C	POLR3C
ESRRG	ESRRG
AP1S3	AP1S3
SLC33A1	SLC33A1
PEX7	PEX7
TMEM231	TMEM231
FRAT2	FRAT2
STK17B	STK17B
SLC35B3	SLC35B3
SEMA6B	SEMA6B
HYKK	HYKK
RTCA	RTCA
SETMAR	SETMAR
GALR3	GALR3
TTC19	TTC19
CCBE1	CCBE1
GCNT1	GCNT1
MDK	MDK
DIO2	DIO2
NYAP2	NYAP2
DOK7	DOK7
MRPS15	MRPS15
NKX6-2	NKX6-2
FBXL21	FBXL21
HDGFL3	HDGFL3
WDR18	WDR18
SPC25	SPC25
FARS2	FARS2
IFT74	IFT74
TARBP2	TARBP2
MACROD1	MACROD1
CD247	CD247
UBTD1	UBTD1
RCOR1	RCOR1
CFAP44	CFAP44
SLC2A12	SLC2A12
NOC4L	NOC4L
FANCM	FANCM
ZSCAN23	ZSCAN23
CD164	CD164
SNX22	SNX22
DCUN1D5	DCUN1D5
NELFE	NELFE
SERPINF1	SERPINF1
SPPL3	SPPL3
DBR1	DBR1
MDM2	MDM2
NMD3	NMD3
DMRT3	DMRT3
SMOX	SMOX
NAAA	NAAA
ATP1B3	ATP1B3
COG6	COG6
MRPL28	MRPL28
RAE1	RAE1
TRMT6	TRMT6
SLC37A3	SLC37A3
RBPMS2	RBPMS2
