turtle	eggnog
NHSL2	NHSL2
PIN4	PIN4
ERCC6L	ERCC6L
OCRL	OCRL
APLN	APLN
XPNPEP2	XPNPEP2
SASH3	SASH3
ZDHHC9	ZDHHC9
UTP14A	UTP14A
BCORL1	BCORL1
ELF4	ELF4
AIFM1	AIFM1
MARS2	MARS2
RAB33A	RAB33A
RBMX2	RBMX2
SLC25A14	SLC25A14
GPR119	GPR119
CDH5	CDH5
BEAN1	BEAN1
TK2	TK2
CMTM3	CMTM3
CMTM4	CMTM4
DYNC1LI2	DYNC1LI2
CCDC79	CCDC79
NAE1	NAE1
CDH16	CDH16
RRAD	RRAD
FAM96B	FAM96B
GLOD5	GLOD5
PCBP3	PCBP3
SLC19A1	SLC19A1
CHPF2	CHPF2
ABCF2	ABCF2
ASB10	ASB10
GBX1	GBX1
AGAP3	AGAP3
TMUB1	TMUB1
FASTK	FASTK
SLC4A2	SLC4A2
CDK5	CDK5
ABCB8	ABCB8
NOS3	NOS3
KCNH2	KCNH2
AOC1	ABP1
MARCH10	MARCH10
MRC2	MRC2
TLK2	TLK2
METTL2A	METTL2A
ITGB3	ITGB3
RPRML	RPRML
SORT1	SORT1
PSMA5	PSMA5
SYPL2	SYPL2
ATXN7L2	ATXN7L2
AMIGO1	AMIGO1
GPR61	GPR61
GNAI3	GNAI3
GNAT2	GNAT2
AMPD2	AMPD2
ADIPOR1	ADIPOR1
TIMM17A	TIMM17A
LMOD1	LMOD1
SHISA4	SHISA4
KLHL12	KLHL12
SARNP	SARNP
ORMDL2	ORMDL2
DNAJC14	DNAJC14
MMP19	MMP19
WIBG	WIBG
DGKA	DGKA
PMEL	PMEL
CDK2	CDK2
RAB5B	RAB5B
SUOX	SUOX
IKZF4	IKZF4
RPS26	RPS26
ERBB3	ERBB3
PA2G4	PA2G4
ZC3H10	ZC3H10
ESYT1	ESYT1
MYL6B	MYL6B
MYL6	MYL6
RNF41	RNF41
NABP2	NABP2
SLC39A5	SLC39A5
ANKRD52	ANKRD52
COQ10A	COQ10A
CS	CS
CNPY2	CNPY2
PAN2	PAN2
IL23A	IL23A
STAT2	STAT2
APOF	APOF
TIMELESS	TIMELESS
MIP	MIP
SPRYD4	SPRYD4
RBMS2	RBMS2
BAZ2A	BAZ2A
ATP5B	ATP5B
PTGES3	PTGES3
NACA	NACA
PRIM1	PRIM1
MARK4	MARK4
CKM	CKM
PPP1R13L	PPP1R13L
BLOC1S3	BLOC1S3
TRAPPC6A	TRAPPC6A
NKPD1	NKPD1
PPP1R37	PPP1R37
CD3EAP	CD3EAP
ERCC1	ERCC1
CLPTM1	CLPTM1
RELB	RELB
CLASRP	CLASRP
GEMIN7	GEMIN7
MTERFD2	MTERFD2
SNED1	SNED1
AGXT	AGXT
KIF1A	KIF1A
ILKAP	ILKAP
FAM132B	FAM132B
KLHL30	KLHL30
GRIN1	GRIN1
RNF224	RNF224
RNF208	RNF208
NDOR1	NDOR1
TPRN	TPRN
ANAPC2	ANAPC2
TOR4A	TOR4A
FAM166A	FAM166A
CACNA1S	CACNA1S
SYT2	SYT2
NAV1	NAV1
ITGB2	ITGB2
KMO	KMO
PCNT	PCNT
DIP2A	DIP2A
S100B	S100B
LSS	LSS
FTCD	FTCD
DHX34	DHX34
PRR24	PRR24
CCDC9	CCDC9
SAE1	SAE1
ZC3H4	ZC3H4
SEL1L	SEL1L
STON2	STON2
TSHR	TSHR
CEP128	CEP128
D2HGDH	D2HGDH
ING5	ING5
DTYMK	DTYMK
ATG4B	ATG4B
THAP4	THAP4
BOK	BOK
FARP2	FARP2
STK25	STK25
SEPT2	SEPT2
HDLBP	HDLBP
HGFAC	HGFAC
MREG	MREG
FRMD4A	FRMD4A
PRPF18	PRPF18
BEND7	BEND7
GALT	GALT
ARID3C	ARID3C
LDHD	LDHD
ZNRF1	ZNRF1
WDR59	WDR59
MLKL	MLKL
RFWD3	RFWD3
GLG1	GLG1
PDPR	PDPR
KCNE3	KCNE3
FAM207A	FAM207A
ADARB1	ADARB1
POFUT2	POFUT2
YBEY	YBEY
MCM3AP	MCM3AP
VAMP7	VAMP7
NSDHL	NSDHL
SCLY	SCLY
S1PR5	S1PR5
KEAP1	KEAP1
SPC24	SPC24
AP1M2	AP1M2
KRI1	KRI1
ATG4D	ATG4D
CLPP	CLPP
PSPN	PSPN
GTF2F1	GTF2F1
KHSRP	KHSRP
TSPAN16	TSPAN16
DOCK6	DOCK6
KANK2	KANK2
LDLR	LDLR
SMARCA4	SMARCA4
YIPF2	YIPF2
CARM1	CARM1
TMED1	TMED1
DNM2	DNM2
QTRT1	QTRT1
ILF3	ILF3
SLC44A2	SLC44A2
PPP1R2	PPP1R2
APOD	APOD
BDH1	BDH1
DLG1	DLG1
MFI2	MFI2
POLD3	POLD3
PGM2L1	PGM2L1
TPBGL	TPBGL
SLCO2B1	SLCO2B1
MARCH8	MARCH8
ZFAND4	ZFAND4
FAM21C	FAM21D
PRR14	PRR14
FBRS	FBRS
SRCAP	SRCAP
PHKG2	PHKG2
RNF40	RNF40
SLC5A2	SLC5A2
ARMC5	ARMC5
TGFB1I1	TGFB1I1
ITPA	ITPA
RNF4	RNF4
FAM193A	FAM193A
TNIP2	TNIP2
ILDR1	ILDR1
GPR15	GPR15
CLDND1	CLDND1
GRAMD1C	GRAMD1C
ZDHHC23	ZDHHC23
PREX2	PREX2
CPA6	CPA6
ARFGEF1	ARFGEF1
CSPP1	CSPP1
COPS5	COPS5
ZBTB39	ZBTB39
GPR182	GPR182
TMEM194A	TMEM194A
TAC3	TAC3
GLI1	GLI1
R3HDM2	R3HDM2
STAC3	STAC3
NDUFA4L2	NDUFA4L2
SHMT2	SHMT2
NXPH4	NXPH4
LRP1	LRP1
STAT6	STAT6
NAB2	NAB2
COLGALT1	GLT25D1
FAM129C	FAM129C
PGLS	PGLS
NXNL1	NXNL1
GMIP	GMIP
LPAR2	LPAR2
PBX4	PBX4
DSN1	DSN1
MVB12A	FAM125A
ATP13A1	ATP13A1
FBXL12	FBXL12
UBL5	UBL5
PIN1	PIN1
OLFM2	OLFM2
RDH8	RDH8
FHOD1	FHOD1
HSD11B2	HSD11B2
SLC9A5	SLC9A5
PLEKHG4	PLEKHG4
KCTD19	KCTD19
LRRC36	LRRC36
TPPP3	TPPP3
ZDHHC1	ZDHHC1
AIF1	AIF1
PRRC2A	PRRC2A
BAG6	BAG6
APOM	APOM
NFKBIL1	NFKBIL1
GPANK1	GPANK1
CSNK2B	CSNK2B
PAQR3	PAQR3
BMP2K	BMP2K
ANXA3	ANXA3
FRAS1	FRAS1
TSC22D3	TSC22D3
MAP4K1	MAP4K1
EIF3K	EIF3K
MCFD2	MCFD2
TTC7A	TTC7A
CALM2	CALM2
IRF1	IRF1
SLC22A5	SLC22A5
PDLIM4	PDLIM4
VGLL4	VGLL4
COPS8	COPS8
COL6A3	COL6A3
MLPH	MLPH
NDUFA10	NDUFA10
F9	F9
MCF2	MCF2
ATP11C	ATP11C
SOX3	SOX3
TFB2M	TFB2M
CNST	CNST
SCCPDH	SCCPDH
KIF28P	ENSG00000223519
AHCTF1	AHCTF1
NFKBID	NFKBID
NPHS1	NPHS1
KIRREL2	KIRREL2
APLP1	APLP1
UPK1A	UPK1A
ARHGAP33	ARHGAP33
LIN37	LIN37
HSPB6	HSPB6
PSENEN	PSENEN
ZBTB32	ZBTB16
IGFLR1	IGFLR1
AHCYL1	AHCYL1
STRIP1	STRIP1
ALX3	ALX3
SLC6A17	SLC6A17
KCNC4	KCNC4
RBM15	RBM15
SLC16A4	SLC16A4
LAMTOR5	LAMTOR5
PROK1	PROK1
MMP24	MMP24
GDF5	GDF5
ERGIC3	ERGIC3
CEP250	CEP250
SNAPC2	SNAPC2
ARHGEF40	ARHGEF40
NDRG2	NDRG2
ULK3	ULK3
SCAMP2	SCAMP2
MPI	MPI
FAM219B	FAM219B
RPP25	RPP25
SCAMP5	SCAMP5
PPCDC	PPCDC
COMMD4	COMMD4
NEIL1	NEIL1
ETFA	ETFA
ISL2	ISL2
SBK1	SBK1
EPPK1	EPPK1
NRBP2	NRBP2
PUF60	PUF60
SCRIB	SCRIB
FAM83H	FAM83H
NAT14	NAT14
ZNF628	ZNF628
LIG1	LIG1
ATF5	ATF5
TBC1D17	TBC1D17
AKT1S1	AKT1S1
PRMT1	PRMT1
IRF3	IRF3
SCAF1	SCAF1
PRR12	PRR12
NOSIP	NOSIP
RCN3	RCN3
TSKS	TSKS
MED25	MED25
PNKP	PNKP
GPR173	GPR173
PPP1R3F	PPP1R3F
CCDC22	CCDC22
PRAF2	PRAF2
TFE3	TFE3
SYP	SYP
TREX2	TREX2
KDM5C	KDM5D
SMC1A	SMC1A
RIBC1	RIBC1
HSD17B10	HSD17B10
GPKOW	GPKOW
PLP2	PLP2
PRICKLE3	PRICKLE3
APEX2	APEX2
HUWE1	HUWE1
PHF8	PHF8
FAM120C	FAM120C
WNK3	WNK3
FGD1	FGD1
GNL3L	GNL3L
ITIH6	ITIH6
PFKFB1	PFKFB1
WDR45	WDR45
HDAC6	HDAC6
GATA1	GATA1
CDK20	CDK20
TIMM17B	TIMM17B
SLC35A2	SLC35A2
PIM2	PIM2
OTUD5	OTUD5
KCND1	KCND1
GRIPAP1	GRIPAP1
ASIC4	ASIC4
CHPF	CHPF
TMEM198	TMEM198
OBSL1	OBSL1
INHA	INHA
STK11IP	STK11IP
SLC4A3	SLC4A3
RRAGC	RRAGC
MYCBP	MYCBP
GJA9	GJA9
RHBDL2	RHBDL2
SLC26A8	SLC26A8
SRPK1	SRPK1
LHFPL5	LHFPL5
CLPS	CLPS
ARMC12	ARMC12
FKBP5	FKBP5
TULP1	TULP1
TEAD3	TEAD3
SMPD2	SMPD2
MICAL1	MICAL1
PPARD	PPARD
DEF6	DEF6
ZNF76	ZNF76
FAM214B	FAM214B
STOML2	STOML2
PIGO	PIGO
FANCG	FANCG
VCP	VCP
DNAJB5	DNAJB5
KIAA1045	KIAA1045
DCTN3	DCTN3
HSD17B7	HSD17B7
DDR2	DDR2
UAP1	UAP1
NOS1AP	NOS1AP
DDX54	DDX54
CCDC42B	CCDC42B
RASAL1	RASAL1
DTX1	DTX1
RHBDD3	RHBDD3
GAS2L1	GAS2L1
RASL10A	RASL10A
NSF	NSF
WNT3	WNT3
WNT9B	WNT9B
GOSR2	GOSR2
THAP7	THAP7
NSUN4	NSUN4
LZTR1	LZTR1
IPO9	IPO9
RPP21	RPP21
GNL1	GNL1
ABCF1	ABCF1
MRPS18B	MRPS18B
ATAT1	ATAT1
DHX16	DHX16
PPP1R18	PPP1R18
NRM	NRM
TUBB	TUBB
FLOT1	FLOT1
IER3	IER3
DDR1	DDR1
SNRNP48	SNRNP48
ROPN1L	ROPN1L
NET1	NET1
ASB13	ASB13
FAM208B	FAM208B
GDI2	GDI2
ANKRD16	ANKRD16
FBXO18	FBXO18
CHMP2A	CHMP2A
UBE2M	UBE2M
TRIM28	TRIM28
SLC27A5	SLC27A5
HAMP	HAMP
LIM2	LIM2
ETFB	ETFB
VSIG10L	VSIG10L
IGLON5	IGLON5
SIGLECL1	SIGLEC5
PPP2R1A	PPP2R1B
PKP2	PKP2
DPF1	DPF1
SIPA1L3	SIPA1L3
WDR87	WDR87
MAP3K10	MAP3K10
AKT2	AKT2
PLD3	PLD3
HIPK4	HIPK4
PRX	PRX
SERTAD1	SERTAD1
BLVRB	BLVRB
SPTBN4	SPTBN4
SHKBP1	SHKBP1
LTBP4	LTBP4
KCNK6	KCNK6
YIF1B	YIF1B
SPINT2	SPINT2
PPP1R14A	PPP1R14A
NTRK2	NTRK2
SLC28A3	SLC28A3
RMI1	RMI1
HNRNPK	HNRNPK
CLUAP1	CLUAP1
ANKS3	ANKS3
RBM3	RBM3
ARAF	ARAF
TIMP1	TIMP1
CFP	CFP
ELK1	ELK1
UXT	UXT
USP11	USP11
CDK16	CDK16
UBA1	UBA1
CCDC115	CCDC115
IMP4	IMP4
PTPN18	PTPN18
MON1B	MON1B
SYCE1	SYCE1
CXXC1	CXXC1
ARHGEF9	ARHGEF9
AMER1	FAM123B
ASB12	ASB12
MTMR8	MTMR8
DMXL2	DMXL2
IZUMO2	IZUMO2
IZUMO3	IZUMO3
EPN1	EPN1
U2AF2	U2AF2
CCDC106	CCDC106
RPL18	RPL18
SPHK2	SPHK2
DBP	DBP
NTN5	NTN5
IZUMO1	IZUMO1
MAMSTR	MAMSTR
RASIP1	RASIP1
FAM71E2	FAM71E2
TMEM238	TMEM238
IL11	IL11
ISOC2	ISOC2
SHISA7	SHISA7
RCVRN	RCVRN
CDCA3	CDCA3
USP5	USP5
TPI1	TPI1
LRRC23	LRRC23
ENO2	ENO2
ATN1	ATN1
PTPN6	PTPN6
PHB2	PHB2
EMG1	EMG1
LPCAT3	LPCAT3
C1S	C1S
C1R	C1R
RBP5	RBP5
CLSTN3	CLSTN3
GSTK1	GSTK1
ICAM5	ICAM5
ZGLP1	ZGLP1
FDX1L	FDX1L
RAVER1	RAVER1
TYK2	TYK2
CDC37	CDC37
EIF3G	EIF3G
DNMT1	DNMT1
S1PR2	S1PR2
MRPL4	MRPL4
SSPO	SSPO
CD2BP2	CD2BP2
TBC1D10B	TBC1D10B
MYLPF	MYLPF
QPRT	QPRT
DCTPP1	DCTPP1
KREMEN2	KREMEN2
PAQR4	PAQR4
PKMYT1	PKMYT1
SRRM2	SRRM2
TCEB2	TCEB2
ALOX5	ALOX5
TLL2	TLL2
TM9SF3	TM9SF3
PIK3AP1	PIK3AP1
ATF3	ATF3
BATF3	BATF3
NSL1	NSL1
TATDN3	TATDN3
FLVCR1	FLVCR1
RBP2	RBP2
PTBP3	PTBP3
PLOD3	PLOD3
ZNHIT1	ZNHIT1
FIS1	FIS1
CLDN15	CLDN15
ADAT3	ADAT3
TMEM167B	TMEM167B
KIAA1324	KIAA1324
SARS	SARS
CELSR2	CELSR2
PSRC1	PSRC1
PPIL1	PPIL1
CACNG6	CACNG6
CACNG8	CACNG8
CACNG7	CACNG7
PRKCG	PRKCG
MYADM	MYADM
CCDC114	CCDC114
EMP3	EMP3
TMEM143	TMEM143
SYNGR4	SYNGR4
KDELR1	KDELR1
GRIN2D	GRIN2D
GRWD1	GRWD1
TSEN34	TSEN34
MBOAT7	MBOAT7
LENG1	LENG1
CNOT3	CNOT3
PRPF31	PRPF31
TFPT	TFPT
NDUFA3	NDUFA3
ECI1	ECI1
DNASE1L2	DNASE1L2
DNASE1	DNASE1
NAA60	NAA60
NUDT16L1	NUDT16L1
MGRN1	MGRN1
UBALD1	FAM100A
CDIP1	CDIP1
HMOX2	HMOX2
VWC2L	VWC2L
CTXN1	CTXN1
CNTROB	CNTROB
TRAPPC1	TRAPPC1
KCNAB3	KCNAB3
CHD3	CHD3
TMEM88	TMEM88
KDM6B	KDM6B
DNAH2	DNAH2
EFNB3	EFNB3
WRAP53	WRAP53
TNFSF12	TNFSF12
POLR2A	POLR2A
SLC35G6	AMAC1
CCDC105	CCDC105
RPS5	RPS5
GABBR1	GABBR1
TACR1	TACR1
ACD	ACD
FAM65A	FAM65A
LYPD5	LYPD5
PHLDB3	PHLDB3
ETHE1	ETHE1
XRCC1	XRCC1
PINLYP	PINLYP
SLC45A2	SLC45A2
RXFP3	RXFP3
ADAMTS12	ADAMTS12
TARS	TARS
TTC28	TTC28
KAT8	KAT8
BCKDK	BCKDK
PPP1R11	PPP1R11
ZNRD1	ZNRD1
MGAT1	MGAT1
HDAC7	HDAC7
SLC48A1	SLC48A1
RAPGEF3	RAPGEF3
ENDOU	ENDOU
LCMT2	LCMT2
DCHS1	DCHS1
TPP1	TPP1
TAF10	TAF10
ILK	ILK
RRP8	RRP8
FBXO48	FBXO48
APLF	APLF
PROKR1	PROKR1
GRIK5	GRIK5
POU2F2	POU2F2
ERF	ERF
CIC	CIC
PAFAH1B3	PAFAH1B3
DMRTC2	DMRTC2
RPS19	RPS19
CADM4	CADM4
ATP2B3	ATP2B3
FAM58A	FAM58A
DUSP9	DUSP9
HAUS7	HAUS7
FLNA	FLNA
RPL10	RPL10
DNASE1L1	DNASE1L1
TAZ	TAZ
ATP6AP1	ATP6AP1
GDI1	GDI1
FAM50A	FAM50A
PLXNA3	PLXNA3
FAM3A	FAM3A
SLC10A3	SLC10A3
UBL4A	UBL4A
LAGE3	LAGE3
G6PD	G6PD
IKBKG	IKBKG
SLC6A8	SLC6A8
BCAP31	BCAP31
ABCD1	ABCD1
PLXNB3	PLXNB3
SRPK3	SRPK3
IDH3G	IDH3G
NFX1	NFX1
RPS9	RPS9
LMTK3	LMTK3
KCNJ14	KCNJ14
WT1	WT1
AGPAT3	AGPAT3
TRAPPC10	TRAPPC10
PWP2	PWP2
FNDC4	FNDC4
IFT172	IFT172
KRTCAP3	KRTCAP3
NRBP1	NRBP1
PPM1G	PPM1G
EIF2B4	EIF2B4
GTF3C2	GTF3C2
KHK	KHK
CGREF1	CGREF1
ABHD1	ABHD1
PREB	PREB
TCF23	TCF23
SLC5A6	SLC5A6
CAD	CAD
MPV17	MPV17
ATP1B2	ATP1B2
TP53	TP53
TRIP6	TRIP6
ACAP1	ACAP1
NEURL4	NEURL4
EIF5A	EIF5A
YBX2	YBX2
SLC2A4	SLC2A4
CLDN7	CLDN7
ELP5	ELP5
CTDNEP1	CTDNEP1
PHF23	PHF23
DVL2	DVL2
ACADVL	ACADVL
HAS1	HAS1
KCNN4	KCNN4
SMG9	SMG9
KDM5B	KDM5B
CAMSAP3	CAMSAP3
XAB2	XAB2
PET100	PET100
PCP2	PCP2
CCDC102A	CCDC102A
DOK4	DOK4
POLR2C	POLR2C
COQ9	COQ9
CIAPIN1	CIAPIN1
MAG	MAG
FAM187B	FAM187B
LSR	LSR
GAPDHS	GAPDHS
TMEM147	TMEM147
ATP4A	ATP4A
CFB	CFB
NELFE	RDBP
SKIV2L	SKIV2L
DXO	DOM3Z
STK19	STK19
NEU1	NEU1
C2	C2
AGPAT1	AGPAT1
RNF5	RNF5
ATF6B	ATF6B
FKBPL	FKBPL
PRRT1	PRRT1
PPT2	PPT2
SLC44A4	SLC44A4
CENPA	CENPA
LPCAT4	LPCAT4
NUTM1	C15ORF55
NOP10	NOP10
SLC12A6	SLC12A6
EMC4	EMC4
PRODH2	PRODH2
CLN3	CLN3
NUPR1	NUPR1
CCDC101	CCDC101
CORO1A	CORO1A
MAPK3	MAPK3
GDPD3	GDPD3
YPEL3	YPEL3
TBX6	TBX6
PPP4C	PPP4C
SEZ6L2	SEZ6L2
KCTD13	KCTD13
CDIPT	CDIPT
KIF22	KIF22
MVP	MVP
ILVBL	ILVBL
SYDE1	SYDE1
MCOLN1	MCOLN1
APOE	APOE
TOMM40	TOMM40
PVRL2	PVRL2
BCAM	BCAM
BCL3	BCL3
CEACAM19	CEACAM19
CEACAM16	CEACAM16
PLEKHA4	PLEKHA4
PPP1R15A	PPP1R15A
NUCB1	NUCB1
TULP2	TULP2
RPL13A	RPL13A
SLC17A7	SLC17A7
PIH1D1	PIH1D1
ALDH16A1	ALDH16A1
FUT1	FUT1
FLT3LG	FLT3LG
PTH2	PTH2
CD37	CD37
GPR85	GPR85
MTL5	MTL5
CPT1A	CPT1A
NUDT8	NUDT8
GSTP1	GSTP1
CABP2	CABP2
CDK2AP2	CDK2AP2
PITPNM1	PITPNM1
AIP	AIP
CWF19L1	CWF19L1
HLTF	HLTF
HPS3	HPS3
CP	CP
TM4SF18	TM4SF18
TM4SF1	TM4SF1
RPL36	RPL36
LONP1	LONP1
KIAA0947	KIAA0947
SAAL1	SAAL1
EIF3D	EIF3D
FOXRED2	FOXRED2
TXN2	TXN2
MYH9	MYH9
CDC5L	CDC5L
MUT	MUT
CENPQ	CENPQ
GLYATL3	GLYATL3
PPP1R35	PPP1R35
MEPCE	MEPCE
ZCWPW1	ZCWPW1
PFN1	PFN1
ENO3	ENO3
CAMTA2	CAMTA2
INCA1	INCA1
KIF1C	KIF1C
FBXO24	FBXO24
LRCH4	LRCH4
TNF	TNF
LTA	LTA
CHRNE	CHRNE
SLC25A11	SLC25A11
PRR29	C17ORF72
TTYH1	TTYH1
LENG8	LENG8
LENG9	LENG9
CDC42EP5	CDC42EP5
EPS8L1	EPS8L1
PPP1R12C	PPP1R12C
TNNT1	TNNT1
VAMP2	VAMP2
PER1	PER1
METTL20	METTL20
AMN1	AMN1
MRPL36	MRPL36
NDUFS6	NDUFS6
METTL13	METTL13
SSMEM1	C7ORF45
NUGGC	NUGGC
STXBP2	STXBP2
CFDP1	CFDP1
GTF2H4	GTF2H4
VARS2	VARS2
GPR25	GPR25
PRKRA	PRKRA
PKP1	PKP1
IGFN1	IGFN1
ODF3	ODF3
BET1L	BET1L
RIC8A	RIC8A
SIRT3	SIRT3
PSMD13	PSMD13
TBC1D24	TBC1D24
ATP6V0C	ATP6V0C
AMDHD2	AMDHD2
SUV420H2	SUV420H2
TMEM150B	TMEM150B
BRSK1	BRSK1
HSPBP1	HSPBP1
PPP6R1	PPP6R1
FGF21	FGF21
DNAAF3	DNAAF3
SH3BP2	SH3BP2
MRPS16	MRPS16
ENOX2	ENOX2
ATP2A1	ATP2A1
SH2B1	SH2B1
ATXN2L	ATXN2L
TUFM	TUFM
RABEP2	RABEP2
NFATC2IP	NFATC2IP
SPNS1	SPNS1
VPS52	VPS52
RPS18	RPS18
WDR46	WDR46
PFDN6	PFDN6
RGL2	RGL2
TAPBP	TAPBP
ZBTB22	ZBTB22
DAXX	DAXX
SIT1	SIT1
ZBTB9	ZBTB9
SYNGAP1	SYNGAP1
CUTA	CUTA
PHF1	PHF1
KIFC1	KIFC1
CHRDL2	CHRDL2
QPCTL	QPCTL
FBXO46	FBXO46
GIPR	GIPR
EML2	EML2
PSMB8	PSMB8
PSMB9	PSMB9
TAP2	TAP2
BRD2	BRD2
RETN	RETN
TRAPPC5	TRAPPC5
NT5DC3	NT5DC3
IGHMBP2	IGHMBP2
MRPL21	MRPL21
GPN1	GPN1
ZNF512	ZNF512
ADAD2	ADAD2
SBK3	GM1078
SH3BP5L	SH3BP5L
SMARCD3	SMARCD3
FTSJ3	FTSJ3
PSMC5	PSMC5
SMARCD2	SMARCD2
JOSD2	JOSD2
ASPDH	ASPDH
TAPBPL	TAPBPL
MAPRE3	MAPRE3
DPYSL5	DPYSL5
ADRA2B	ADRA2B
ELMOD3	ELMOD3
RETSAT	RETSAT
TGOLN2	TGOLN2
TMEM121	TMEM121
YWHAE	YWHAE
CRK	CRK
RHOBTB1	RHOBTB1
CDK1	CDK1
HNRNPC	HNRNPC
RPGRIP1	RPGRIP1
SUPT16H	SUPT16H
CHD8	CHD8
RAB2B	RAB2B
TOX4	TOX4
METTL3	METTL3
ZG16	ZG16
ANXA10	ANXA10
HCFC2	HCFC2
NFYB	NFYB
SLC6A16	SLC6A16
BAX	BAX
GYS1	GYS1
RUVBL2	RUVBL2
KCNA7	KCNA7
SNRNP70	SNRNP70
LIN7B	LIN7B
PPFIA3	PPFIA3
TRPM4	TRPM4
TBRG1	TBRG1
PCSK2	PCSK2
BFSP1	BFSP1
FA2H	FA2H
FOSB	FOSB
RTN2	RTN2
TIMM10B	FXC1
ARFIP2	ARFIP2
TRIM3	TRIM3
ATPIF1	ATPIF1
HNRNPR	HNRNPR
FAM173A	FAM173A
CCDC78	CCDC78
FN1	FN1
ATIC	ATIC
ARHGEF39	ARHGEF39
MRPL17	MRPL17
SEMA4F	SEMA4F
KIAA1551	KIAA1551
TESK1	TESK1
COPS6	COPS6
MCM7	MCM7
AP4M1	AP4M1
STAG3	STAG3
LMNB2	LMNB2
TIMM13	TIMM13
TMPRSS9	TMPRSS9
CHRNB1	CHRNB1
SENP3	SENP3
EIF4A1	EIF4A1
CD68	CD68
MPDU1	MPDU1
SOX15	SOX15
RXRB	RXRB
HSD17B8	HSD17B8
MAPK15	MAPK15
AGBL5	AGBL5
TMEM214	TMEM214
APBB1	APBB1
SMPD1	SMPD1
FAM160A2	FAM160A2
SMDT1	C22ORF32
NDUFA6	NDUFA6
HCFC1	HCFC1
TMEM187	TMEM187
IRAK1	IRAK1
MECP2	MECP2
TKTL1	TKTL2
DAG1	DAG1
BCAR1	BCAR1
HTR1D	HTR1D
ABHD4	ABHD4
FTSJ1	FTSJ1
PORCN	PORCN
TBC1D25	TBC1D25
SLC38A5	SLC38A5
WAS	WAS
SUV39H1	SUV39H1
WDR13	WDR13
PITX1	PITX1
MFSD12	MFSD12
GIGYF1	GIGYF1
RPL28	RPL28
FAM83E	FAM83E
ASGR1	ASGR1
DLG4	DLG4
PIPOX	PIPOX
GAL3ST2	GAL3ST2
PELP1	PELP1
ARRB2	ARRB2
MED11	MED11
ZMYND15	ZMYND15
TM4SF5	TM4SF5
PTGS2	PTGS2
TMEM107	TMEM107
DDAH2	DDAH2
ABHD16A	ABHD16A
CCHCR1	CCHCR1
TCF19	TCF19
POU5F1	POU5F1
LSM2	LSM2
TMEM170A	TMEM170A
NAGLU	NAGLU
HSD17B1	HSD17B1
COASY	COASY
RSG1	RSG1
TMEM72	TMEM72
ODF3B	ODF3B
GPR4	GPR4
OVCA2	OVCA2
HIC1	HIC1
NUCB2	NUCB2
SLC30A10	SLC30A10
LRRC6	LRRC6
SPATA20	SPATA20
FAM71E1	FAM71E1
EMC10	EMC10
CLEC11A	CLEC11A
SYT3	SYT3
PGLYRP3	PGLYRP3
HMGA1	HMGA1
FAM26E	FAM26E
CDHR4	CDHR4
RPS11	RPS11
DGUOK	DGUOK
LIPC	LIPC
CTU1	CTU1
TYROBP	TYROBP
TAF8	TAF8
GCKR	GCKR
PCED1A	PCED1A
CDK5R2	CDK5R2
FEV	FEV
GRINA	GRINA
NDUFA11	NDUFA11
VMAC	VMAC
NUMBL	NUMBL
SNRPA	SNRPA
MIA	MIA
DNASE2	DNASE2
SNX31	SNX31
TPRG1	TPRG1
PIGZ	PIGZ
IL11RA	IL11RA
MYPOP	MYPOP
IRF2BP1	IRF2BP1
PDYN	PDYN
STK35	STK35
BARD1	BARD1
CASP10	CASP10
GATAD1	GATAD1
GOT2	GOT2
CD79A	CD79A
PRR19	PRR19
LIPE	LIPE
MEGF8	MEGF8
GTPBP4	GTPBP4
MMP25	MMP25
FGF11	FGF11
FUS	FUS
DBF4B	DBF4B
XKR9	XKR9
LACTB2	LACTB2
RABIF	RABIF
RNF43	RNF43
CCDC64B	CCDC64B
THOC6	THOC6
ATRAID	ATRAID
CACNG5	CACNG5
GAL3ST4	GAL3ST4
LAMTOR4	LAMTOR4
MBLAC1	MBLAC1
MOGAT3	MOGAT3
NAT16	NAT16
KIAA0101	KIAA0101
PROSER1	PROSER1
HNRNPUL1	HNRNPUL1
TTC5	TTC5
SEPN1	SEPN1
HEXDC	HEXDC
VGF	VGF
AP1S1	AP1S1
SERPINE1	SERPINE1
TRIM56	TRIM56
GHDC	GHDC
TMEM9	TMEM9
EZH1	EZH1
SLC7A4	SLC7A4
CANT1	CANT1
DRD3	DRD3
TMEM145	TMEM145
SPAM1	SPAM1
P2RX2	P2RX2
EXOC3L1	EXOC3L1
FAM221B	FAM221B
TMEM8B	TMEM8B
RSL1D1	RSL1D1
KCTD11	KCTD11
TMEM95	TMEM95
TNK1	TNK1
PLSCR3	PLSCR3
TMEM256	C17ORF61
SPAG8	SPAG8
NPR2	NPR2
GGT6	GGT6
PEX5	PEX5
TCF24	TCF24
VARS	VARS
GPR114	GPR114
FAM134B	FAM134B
DEDD2	DEDD2
ALDOA	ALDOA
CR1L	CR1L
SPEF1	SPEF1
KLC3	KLC3
ERCC2	ERCC2
LLGL1	LLGL1
HYKK	AGPHD1
HPX	HPX
EXOC3L2	EXOC3L2
KCNG1	KCNG1
TRIM54	TRIM54
TFR2	TFR2
CFD	CFD
OLAH	OLAH
CNPY4	CNPY4
TAF6	TAF6
